;cod_municipio;municipio;estado;regiao
0;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
1;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
2;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
3;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
4;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
5;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
6;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
7;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
8;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
9;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
10;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
11;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
12;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
13;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
14;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
15;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
16;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
17;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
18;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
19;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
20;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
21;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
22;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
23;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
24;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
25;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
26;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
27;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
28;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
29;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
30;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
31;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
32;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
33;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
34;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
35;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
36;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
37;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
38;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
39;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
40;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
41;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
42;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
43;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
44;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
45;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
46;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
47;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
48;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
49;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
50;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
51;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
52;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
53;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
54;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
55;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
56;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
57;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
58;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
59;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
60;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
61;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
62;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
63;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
64;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
65;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
66;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
67;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
68;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
69;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
70;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
71;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
72;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
73;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
74;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
75;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
76;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
77;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
78;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
79;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
80;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
81;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
82;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
83;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
84;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
85;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
86;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
87;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
88;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
89;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
90;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
91;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
92;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
93;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
94;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
95;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
96;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
97;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
98;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
99;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
100;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
101;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
102;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
103;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
104;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
105;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
106;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
107;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
108;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
109;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
110;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
111;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
112;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
113;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
114;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
115;5103403.0;Cuiabá (MT);Mato Grosso;Centro-Oeste
116;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
117;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
118;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
119;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
120;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
121;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
122;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
123;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
124;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
125;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
126;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
127;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
128;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
129;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
130;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
131;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
132;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
133;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
134;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
135;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
136;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
137;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
138;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
139;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
140;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
141;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
142;5107602.0;Rondonópolis (MT);Mato Grosso;Centro-Oeste
143;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
144;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
145;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
146;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
147;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
148;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
149;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
150;5106653.0;Pontal do Araguaia (MT);Mato Grosso;Centro-Oeste
151;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
152;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
153;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
154;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
155;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
156;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
157;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
158;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
159;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
160;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
161;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
162;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
163;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
164;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
165;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
166;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
167;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
168;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
169;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
170;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
171;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
172;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
173;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
174;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
175;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
176;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
177;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
178;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
179;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
180;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
181;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
182;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
183;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
184;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
185;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
186;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
187;5101803.0;Barra do Garças (MT);Mato Grosso;Centro-Oeste
188;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
189;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
190;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
191;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
192;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
193;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
194;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
195;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
196;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
197;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
198;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
199;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
200;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
201;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
202;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
203;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
204;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
205;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
206;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
207;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
208;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
209;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
210;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
211;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
212;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
213;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
214;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
215;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
216;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
217;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
218;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
219;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
220;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
221;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
222;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
223;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
224;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
225;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
226;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
227;5107909.0;Sinop (MT);Mato Grosso;Centro-Oeste
228;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
229;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
230;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
231;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
232;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
233;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
234;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
235;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
236;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
237;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
238;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
239;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
240;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
241;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
242;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
243;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
244;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
245;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
246;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
247;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
248;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
249;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
250;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
251;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
252;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
253;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
254;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
255;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
256;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
257;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
258;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
259;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
260;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
261;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
262;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
263;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
264;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
265;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
266;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
267;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
268;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
269;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
270;5108402.0;Várzea Grande (MT);Mato Grosso;Centro-Oeste
271;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
272;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
273;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
274;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
275;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
276;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
277;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
278;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
279;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
280;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
281;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
282;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
283;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
284;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
285;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
286;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
287;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
288;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
289;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
290;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
291;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
292;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
293;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
294;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
295;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
296;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
297;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
298;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
299;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
300;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
301;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
302;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
303;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
304;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
305;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
306;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
307;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
308;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
309;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
310;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
311;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
312;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
313;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
314;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
315;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
316;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
317;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
318;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
319;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
320;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
321;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
322;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
323;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
324;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
325;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
326;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
327;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
328;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
329;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
330;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
331;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
332;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
333;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
334;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
335;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
336;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
337;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
338;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
339;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
340;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
341;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
342;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
343;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
344;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
345;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
346;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
347;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
348;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
349;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
350;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
351;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
352;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
353;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
354;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
355;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
356;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
357;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
358;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
359;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
360;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
361;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
362;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
363;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
364;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
365;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
366;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
367;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
368;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
369;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
370;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
371;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
372;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
373;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
374;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
375;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
376;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
377;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
378;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
379;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
380;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
381;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
382;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
383;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
384;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
385;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
386;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
387;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
388;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
389;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
390;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
391;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
392;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
393;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
394;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
395;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
396;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
397;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
398;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
399;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
400;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
401;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
402;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
403;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
404;5300108.0;Brasília (DF);Distrito Federal;Centro-Oeste
