,CODIGO_CURSO,NUM_ALUNOS_MATRICULADOS,NUM_ALUNOS_CONCLUINTES,RECURSOS
7043,6859.0,81.0,28.0,8.0
7044,8518.0,16.0,2.0,8.0
7045,18510.0,45.0,18.0,8.0
7046,18511.0,12.0,3.0,8.0
7047,18513.0,339.0,59.0,8.0
7048,18514.0,215.0,22.0,8.0
7049,19275.0,8.0,3.0,8.0
7050,19283.0,8.0,1.0,8.0
7051,19288.0,78.0,11.0,8.0
7052,23361.0,168.0,25.0,8.0
7053,24280.0,46.0,8.0,8.0
7054,43088.0,118.0,14.0,8.0
7055,150059.0,130.0,27.0,8.0
7056,318511.0,121.0,56.0,8.0
7057,1304179.0,1.0,0.0,0.0
7058,1366559.0,33.0,0.0,8.0
7059,6977.0,75.0,16.0,6.0
7060,56388.0,281.0,39.0,7.0
7061,114194.0,21.0,8.0,7.0
7062,121475.0,169.0,65.0,8.0
7063,7025.0,69.0,18.0,9.0
7064,18205.0,35.0,16.0,9.0
7065,19603.0,44.0,8.0,9.0
7066,23372.0,0.0,0.0,9.0
7067,99788.0,68.0,18.0,9.0
7068,7053.0,0.0,0.0,8.0
7069,20415.0,67.0,9.0,8.0
7070,38907.0,120.0,20.0,8.0
7071,38939.0,93.0,47.0,8.0
7072,39060.0,22.0,14.0,8.0
7073,46136.0,72.0,18.0,8.0
7074,60578.0,176.0,24.0,8.0
7075,73035.0,370.0,38.0,8.0
7076,81268.0,184.0,26.0,8.0
7077,86414.0,85.0,20.0,8.0
7078,90357.0,20.0,12.0,8.0
7079,90359.0,206.0,28.0,8.0
7080,92559.0,104.0,20.0,8.0
7081,108360.0,214.0,56.0,8.0
7082,118334.0,130.0,34.0,8.0
7083,118432.0,138.0,29.0,8.0
7084,1168180.0,150.0,31.0,8.0
7085,1185936.0,84.0,25.0,8.0
7086,1186061.0,73.0,16.0,8.0
7087,1261236.0,187.0,40.0,8.0
7088,1261814.0,167.0,31.0,8.0
7089,1413342.0,11.0,0.0,8.0
7090,45539.0,203.0,55.0,9.0
7091,46395.0,313.0,130.0,9.0
7092,66159.0,692.0,118.0,9.0
7093,1284537.0,62.0,0.0,9.0
7094,1284538.0,131.0,0.0,9.0
7095,1284544.0,65.0,0.0,9.0
7096,80073.0,47.0,7.0,9.0
7097,1283928.0,122.0,0.0,9.0
7098,48447.0,280.0,39.0,9.0
7099,67549.0,129.0,30.0,9.0
7100,21459.0,103.0,33.0,9.0
7101,1283892.0,0.0,0.0,9.0
7102,1383600.0,31.0,0.0,9.0
7103,67159.0,737.0,80.0,9.0
7104,1101464.0,413.0,124.0,9.0
7105,1101466.0,112.0,90.0,9.0
7106,1154194.0,237.0,55.0,9.0
7107,1154195.0,144.0,39.0,9.0
7108,1260728.0,259.0,39.0,9.0
7109,1284100.0,128.0,26.0,9.0
7110,1284612.0,15.0,6.0,9.0
7111,65196.0,73.0,18.0,9.0
7112,100600.0,111.0,29.0,9.0
7113,106742.0,324.0,53.0,9.0
7114,37890.0,219.0,52.0,9.0
7115,37891.0,593.0,84.0,9.0
7116,50006.0,124.0,26.0,9.0
7117,105259.0,71.0,31.0,9.0
7118,1181208.0,139.0,50.0,9.0
7119,1181984.0,256.0,103.0,9.0
7120,1284124.0,198.0,31.0,9.0
7121,1332139.0,89.0,0.0,9.0
7122,1365100.0,60.0,0.0,9.0
7123,20153.0,126.0,53.0,9.0
7124,51125.0,490.0,84.0,9.0
7125,55435.0,147.0,51.0,9.0
7126,79963.0,76.0,24.0,9.0
7127,79981.0,92.0,19.0,9.0
7128,1171098.0,213.0,37.0,9.0
7129,1284552.0,117.0,0.0,9.0
7130,1365064.0,48.0,0.0,9.0
7131,1365548.0,61.0,0.0,9.0
7132,59210.0,0.0,0.0,9.0
7133,59214.0,165.0,53.0,9.0
7134,78986.0,704.0,166.0,9.0
7135,79930.0,54.0,18.0,9.0
7136,90671.0,63.0,21.0,9.0
7137,96849.0,161.0,42.0,9.0
7138,1153958.0,95.0,23.0,9.0
7139,1283999.0,106.0,33.0,9.0
7140,1285099.0,85.0,25.0,9.0
7141,1365550.0,71.0,0.0,9.0
7142,1365551.0,101.0,0.0,9.0
7143,1483873.0,149.0,0.0,9.0
7144,1483874.0,106.0,0.0,9.0
7145,1483875.0,66.0,0.0,9.0
7146,1483876.0,76.0,0.0,9.0
7147,1483877.0,60.0,0.0,9.0
7148,1483879.0,63.0,0.0,9.0
7149,1483880.0,86.0,0.0,9.0
7150,1483881.0,41.0,0.0,9.0
7151,1483882.0,2.0,0.0,9.0
7152,1483883.0,17.0,0.0,9.0
7153,1483884.0,11.0,0.0,9.0
7154,1483885.0,5.0,0.0,9.0
7155,1485901.0,1.0,0.0,9.0
7156,1485902.0,0.0,0.0,9.0
7157,1496503.0,32.0,0.0,9.0
7158,1496504.0,10.0,0.0,9.0
7159,5000314.0,142.0,48.0,9.0
7160,5000315.0,16.0,16.0,9.0
7161,51235.0,18.0,1.0,9.0
7162,51238.0,39.0,15.0,9.0
7163,56726.0,64.0,17.0,9.0
7164,1208808.0,51.0,0.0,9.0
7165,1208809.0,33.0,0.0,9.0
7166,1388562.0,44.0,0.0,9.0
7167,7075.0,223.0,56.0,9.0
7168,17843.0,64.0,5.0,9.0
7169,18149.0,74.0,12.0,9.0
7170,21153.0,903.0,177.0,9.0
7171,80062.0,74.0,8.0,9.0
7172,80064.0,169.0,61.0,9.0
7173,1169486.0,105.0,13.0,9.0
7174,1284521.0,116.0,21.0,9.0
7175,67981.0,345.0,77.0,9.0
7176,1262021.0,41.0,0.0,9.0
7177,5000987.0,91.0,13.0,9.0
7178,58637.0,564.0,103.0,9.0
7179,1181095.0,61.0,12.0,9.0
7180,1284576.0,104.0,26.0,9.0
7181,60466.0,66.0,23.0,3.0
7182,1369940.0,16.0,0.0,7.0
7183,19764.0,42.0,22.0,1.0
7184,7105.0,808.0,122.0,3.0
7185,112490.0,230.0,21.0,2.0
7186,79866.0,357.0,81.0,7.0
7187,79868.0,136.0,50.0,9.0
7188,79870.0,438.0,65.0,9.0
7189,79872.0,163.0,60.0,9.0
7190,79876.0,305.0,12.0,7.0
7191,84776.0,134.0,46.0,8.0
7192,84780.0,417.0,88.0,8.0
7193,84785.0,109.0,47.0,10.0
7194,84790.0,124.0,54.0,9.0
7195,84798.0,82.0,32.0,9.0
7196,84801.0,38.0,13.0,9.0
7197,95383.0,1.0,1.0,9.0
7198,1085586.0,86.0,11.0,9.0
7199,1178637.0,24.0,6.0,9.0
7200,1205390.0,139.0,54.0,9.0
7201,1322905.0,103.0,0.0,9.0
7202,75512.0,353.0,128.0,2.0
7203,1322256.0,7.0,7.0,2.0
7204,69132.0,63.0,17.0,8.0
7205,74534.0,49.0,13.0,8.0
7206,74548.0,66.0,19.0,9.0
7207,84745.0,333.0,66.0,8.0
7208,115306.0,2.0,0.0,8.0
7209,121382.0,38.0,13.0,8.0
7210,87953.0,114.0,23.0,6.0
7211,87956.0,42.0,26.0,6.0
7212,93012.0,7.0,0.0,6.0
7213,121860.0,93.0,18.0,6.0
7214,1261766.0,123.0,22.0,6.0
7215,1304862.0,25.0,0.0,6.0
7216,95237.0,166.0,69.0,7.0
7217,95239.0,181.0,55.0,9.0
7218,101990.0,53.0,20.0,7.0
7219,101992.0,209.0,62.0,7.0
7220,112990.0,51.0,43.0,7.0
7221,1132315.0,164.0,30.0,7.0
7222,1261420.0,66.0,0.0,9.0
7223,7119.0,132.0,43.0,7.0
7224,7120.0,169.0,70.0,7.0
7225,7123.0,464.0,91.0,6.0
7226,20818.0,109.0,16.0,7.0
7227,20821.0,299.0,24.0,8.0
7228,20822.0,220.0,42.0,8.0
7229,32528.0,64.0,16.0,5.0
7230,51244.0,176.0,44.0,4.0
7231,51336.0,80.0,21.0,8.0
7232,51339.0,355.0,111.0,8.0
7233,51352.0,124.0,48.0,8.0
7234,59344.0,227.0,39.0,11.0
7235,59354.0,295.0,50.0,8.0
7236,59392.0,214.0,66.0,8.0
7237,59421.0,58.0,26.0,8.0
7238,64455.0,199.0,56.0,7.0
7239,65924.0,621.0,143.0,8.0
7240,69144.0,330.0,78.0,3.0
7241,71423.0,114.0,31.0,8.0
7242,87464.0,104.0,26.0,5.0
7243,1305196.0,197.0,0.0,7.0
7244,1305239.0,91.0,0.0,1.0
7245,1366272.0,116.0,0.0,5.0
7246,59382.0,76.0,11.0,1.0
7247,64437.0,275.0,97.0,7.0
7248,84659.0,378.0,72.0,2.0
7249,84661.0,234.0,89.0,7.0
7250,95284.0,175.0,55.0,2.0
7251,96473.0,119.0,52.0,2.0
7252,115268.0,134.0,39.0,1.0
7253,115270.0,393.0,119.0,7.0
7254,359371.0,159.0,39.0,2.0
7255,1168546.0,174.0,29.0,2.0
7256,1287255.0,335.0,0.0,2.0
7257,1307479.0,53.0,0.0,1.0
7258,7136.0,425.0,86.0,9.0
7259,20438.0,79.0,28.0,9.0
7260,64489.0,115.0,35.0,9.0
7261,64496.0,145.0,0.0,9.0
7262,71433.0,203.0,36.0,9.0
7263,84975.0,137.0,37.0,9.0
7264,94508.0,95.0,20.0,9.0
7265,94514.0,84.0,20.0,9.0
7266,101978.0,58.0,18.0,9.0
7267,120224.0,189.0,66.0,9.0
7268,7125.0,85.0,3.0,6.0
7269,7126.0,89.0,14.0,6.0
7270,59505.0,49.0,2.0,6.0
7271,7131.0,71.0,26.0,8.0
7272,105416.0,90.0,20.0,8.0
7273,109622.0,26.0,12.0,8.0
7274,68702.0,17.0,0.0,7.0
7275,68902.0,52.0,18.0,8.0
7276,102584.0,70.0,6.0,5.0
7277,120840.0,127.0,24.0,5.0
7278,107698.0,375.0,75.0,2.0
7279,95095.0,24.0,1.0,4.0
7280,119744.0,60.0,17.0,6.0
7281,1180225.0,50.0,17.0,5.0
7282,95279.0,124.0,67.0,6.0
7283,93017.0,50.0,26.0,4.0
7284,119650.0,24.0,0.0,3.0
7285,110588.0,217.0,31.0,1.0
7286,59940.0,91.0,22.0,8.0
7287,1354208.0,47.0,0.0,4.0
7288,46157.0,105.0,13.0,9.0
7289,52891.0,132.0,28.0,9.0
7290,53414.0,202.0,67.0,9.0
7291,57392.0,299.0,53.0,9.0
7292,67875.0,1.0,1.0,9.0
7293,1204032.0,5.0,3.0,9.0
7294,1258272.0,68.0,10.0,9.0
7295,1258274.0,2.0,2.0,9.0
7296,1258276.0,90.0,29.0,9.0
7297,1395534.0,120.0,0.0,10.0
7298,1395535.0,120.0,0.0,10.0
7299,1395538.0,120.0,0.0,9.0
7300,1395803.0,120.0,0.0,12.0
7301,7142.0,211.0,25.0,9.0
7302,7145.0,668.0,75.0,10.0
7303,18625.0,1245.0,328.0,7.0
7304,18626.0,126.0,84.0,12.0
7305,19197.0,1527.0,216.0,12.0
7306,19200.0,687.0,45.0,12.0
7307,20018.0,2843.0,374.0,10.0
7308,21344.0,910.0,67.0,12.0
7309,24778.0,138.0,23.0,10.0
7310,33512.0,261.0,37.0,10.0
7311,37446.0,0.0,0.0,7.0
7312,40657.0,1310.0,214.0,10.0
7313,66232.0,2914.0,433.0,10.0
7314,66237.0,0.0,0.0,7.0
7315,66239.0,371.0,78.0,7.0
7316,66242.0,179.0,33.0,11.0
7317,66254.0,1830.0,438.0,5.0
7318,66256.0,1172.0,164.0,12.0
7319,66261.0,202.0,48.0,5.0
7320,66267.0,272.0,46.0,7.0
7321,66268.0,1559.0,241.0,10.0
7322,66270.0,1713.0,212.0,12.0
7323,66272.0,640.0,118.0,9.0
7324,66275.0,1337.0,131.0,12.0
7325,66277.0,371.0,47.0,10.0
7326,66282.0,286.0,83.0,8.0
7327,66283.0,545.0,84.0,10.0
7328,66284.0,1974.0,707.0,7.0
7329,66287.0,887.0,179.0,10.0
7330,66288.0,2209.0,343.0,12.0
7331,66290.0,5023.0,531.0,10.0
7332,69248.0,65.0,27.0,7.0
7333,69500.0,97.0,41.0,7.0
7334,69502.0,273.0,88.0,7.0
7335,69504.0,173.0,73.0,7.0
7336,69506.0,456.0,151.0,7.0
7337,69525.0,72.0,13.0,7.0
7338,72189.0,1198.0,172.0,10.0
7339,72193.0,560.0,68.0,10.0
7340,72197.0,2761.0,253.0,10.0
7341,72201.0,0.0,0.0,7.0
7342,72206.0,91.0,31.0,7.0
7343,72208.0,109.0,32.0,7.0
7344,72235.0,76.0,25.0,7.0
7345,72319.0,2504.0,483.0,12.0
7346,72321.0,840.0,92.0,12.0
7347,72324.0,886.0,98.0,12.0
7348,72329.0,806.0,131.0,12.0
7349,72331.0,322.0,45.0,9.0
7350,72334.0,117.0,1.0,10.0
7351,72336.0,267.0,43.0,10.0
7352,72377.0,721.0,166.0,12.0
7353,72379.0,552.0,188.0,12.0
7354,72627.0,435.0,72.0,12.0
7355,82222.0,144.0,97.0,7.0
7356,82224.0,1375.0,88.0,12.0
7357,82227.0,5403.0,736.0,12.0
7358,92625.0,1071.0,108.0,12.0
7359,92632.0,365.0,108.0,5.0
7360,101804.0,769.0,104.0,12.0
7361,101806.0,627.0,91.0,12.0
7362,102173.0,3130.0,364.0,12.0
7363,102174.0,883.0,274.0,7.0
7364,102176.0,1039.0,147.0,8.0
7365,102198.0,213.0,48.0,9.0
7366,102200.0,114.0,27.0,9.0
7367,102202.0,310.0,91.0,7.0
7368,102204.0,149.0,60.0,7.0
7369,102206.0,76.0,18.0,7.0
7370,102208.0,546.0,128.0,12.0
7371,102210.0,262.0,66.0,9.0
7372,102212.0,18.0,17.0,7.0
7373,102215.0,0.0,0.0,9.0
7374,103257.0,737.0,129.0,9.0
7375,103259.0,221.0,30.0,9.0
7376,103261.0,0.0,0.0,9.0
7377,103280.0,103.0,10.0,12.0
7378,103282.0,10.0,9.0,9.0
7379,103284.0,68.0,27.0,9.0
7380,103286.0,155.0,35.0,9.0
7381,103288.0,17.0,15.0,9.0
7382,103290.0,59.0,24.0,9.0
7383,103292.0,15.0,15.0,9.0
7384,105158.0,748.0,166.0,12.0
7385,107368.0,0.0,0.0,9.0
7386,107370.0,137.0,55.0,7.0
7387,107372.0,8.0,7.0,7.0
7388,107376.0,240.0,85.0,5.0
7389,107378.0,61.0,15.0,5.0
7390,107380.0,295.0,49.0,8.0
7391,107383.0,614.0,129.0,8.0
7392,107388.0,493.0,167.0,7.0
7393,107390.0,18.0,18.0,9.0
7394,111968.0,2778.0,436.0,10.0
7395,111978.0,559.0,59.0,12.0
7396,111980.0,577.0,84.0,9.0
7397,111984.0,1277.0,217.0,10.0
7398,111992.0,155.0,0.0,10.0
7399,111998.0,605.0,113.0,10.0
7400,112000.0,2615.0,292.0,10.0
7401,112002.0,1649.0,313.0,12.0
7402,112004.0,1486.0,507.0,7.0
7403,112008.0,496.0,115.0,7.0
7404,112014.0,5.0,5.0,7.0
7405,112022.0,918.0,43.0,12.0
7406,112024.0,61.0,17.0,9.0
7407,112026.0,224.0,77.0,9.0
7408,112028.0,0.0,0.0,7.0
7409,112031.0,328.0,41.0,12.0
7410,112038.0,290.0,110.0,5.0
7411,112042.0,279.0,103.0,7.0
7412,112046.0,348.0,130.0,7.0
7413,112048.0,3.0,2.0,7.0
7414,112050.0,227.0,87.0,7.0
7415,112052.0,1289.0,291.0,8.0
7416,112056.0,558.0,129.0,9.0
7417,112058.0,368.0,82.0,12.0
7418,112340.0,1510.0,169.0,12.0
7419,112522.0,1633.0,214.0,7.0
7420,112524.0,1332.0,186.0,5.0
7421,113025.0,11279.0,1955.0,8.0
7422,113851.0,135.0,21.0,12.0
7423,113853.0,192.0,2.0,12.0
7424,113859.0,60.0,5.0,7.0
7425,113861.0,358.0,19.0,7.0
7426,114401.0,1018.0,226.0,9.0
7427,114403.0,440.0,95.0,7.0
7428,114405.0,1450.0,223.0,7.0
7429,114407.0,1288.0,168.0,7.0
7430,116378.0,5523.0,735.0,9.0
7431,116390.0,1863.0,216.0,9.0
7432,116456.0,2540.0,635.0,12.0
7433,116478.0,222.0,55.0,12.0
7434,116616.0,169.0,27.0,12.0
7435,116620.0,679.0,147.0,12.0
7436,117012.0,163.0,48.0,5.0
7437,117014.0,74.0,23.0,5.0
7438,117062.0,834.0,293.0,7.0
7439,117066.0,275.0,40.0,7.0
7440,119236.0,82.0,29.0,7.0
7441,119240.0,274.0,90.0,7.0
7442,119242.0,9.0,9.0,7.0
7443,119244.0,155.0,62.0,7.0
7444,119246.0,3763.0,755.0,7.0
7445,120511.0,860.0,145.0,12.0
7446,1116093.0,426.0,65.0,9.0
7447,1116224.0,135.0,16.0,9.0
7448,1116226.0,37.0,1.0,9.0
7449,1118768.0,3.0,3.0,5.0
7450,1118934.0,39.0,12.0,5.0
7451,1134235.0,224.0,44.0,9.0
7452,1134619.0,51.0,9.0,8.0
7453,1134620.0,115.0,21.0,7.0
7454,1135068.0,344.0,84.0,9.0
7455,1135069.0,269.0,84.0,9.0
7456,1135070.0,91.0,18.0,9.0
7457,1135071.0,101.0,19.0,9.0
7458,1135072.0,737.0,106.0,9.0
7459,1138902.0,525.0,18.0,7.0
7460,1138903.0,552.0,118.0,7.0
7461,1138904.0,664.0,174.0,7.0
7462,1138905.0,266.0,51.0,7.0
7463,1142604.0,914.0,198.0,5.0
7464,1143091.0,782.0,104.0,9.0
7465,1143199.0,313.0,82.0,7.0
7466,1143200.0,1341.0,206.0,7.0
7467,1152520.0,444.0,68.0,9.0
7468,1152522.0,667.0,90.0,9.0
7469,1170448.0,501.0,86.0,7.0
7470,1182973.0,158.0,43.0,9.0
7471,1182975.0,69.0,20.0,7.0
7472,1182977.0,218.0,43.0,12.0
7473,1192391.0,1878.0,157.0,7.0
7474,1279527.0,365.0,59.0,9.0
7475,1279540.0,1544.0,192.0,10.0
7476,1279541.0,686.0,90.0,10.0
7477,1279542.0,394.0,69.0,7.0
7478,1279543.0,865.0,121.0,7.0
7479,1279545.0,238.0,71.0,5.0
7480,1279546.0,163.0,61.0,7.0
7481,1279547.0,293.0,58.0,9.0
7482,1279548.0,101.0,25.0,9.0
7483,1279551.0,147.0,15.0,9.0
7484,1279552.0,61.0,17.0,5.0
7485,1279553.0,152.0,52.0,7.0
7486,1279554.0,181.0,48.0,9.0
7487,1279555.0,431.0,28.0,7.0
7488,1279592.0,285.0,11.0,10.0
7489,1279593.0,277.0,76.0,12.0
7490,1279594.0,222.0,78.0,7.0
7491,1279595.0,246.0,68.0,7.0
7492,1279604.0,445.0,105.0,12.0
7493,1279605.0,725.0,131.0,8.0
7494,1279609.0,0.0,0.0,7.0
7495,1292421.0,78.0,20.0,7.0
7496,1292422.0,130.0,18.0,7.0
7497,1292863.0,1091.0,333.0,12.0
7498,1292866.0,0.0,0.0,8.0
7499,1292900.0,740.0,102.0,9.0
7500,1299149.0,469.0,122.0,7.0
7501,1300004.0,209.0,17.0,8.0
7502,1300006.0,769.0,61.0,8.0
7503,1300008.0,445.0,46.0,7.0
7504,1300218.0,294.0,34.0,7.0
7505,1306231.0,689.0,49.0,12.0
7506,1306232.0,694.0,97.0,12.0
7507,1322945.0,604.0,84.0,7.0
7508,1326482.0,491.0,133.0,12.0
7509,1327320.0,731.0,60.0,12.0
7510,1327321.0,295.0,58.0,12.0
7511,1327342.0,143.0,2.0,12.0
7512,1327343.0,341.0,45.0,6.0
7513,1327344.0,154.0,63.0,6.0
7514,1327345.0,328.0,123.0,7.0
7515,1327346.0,246.0,74.0,7.0
7516,1327347.0,371.0,133.0,7.0
7517,1327348.0,934.0,340.0,7.0
7518,1327349.0,970.0,283.0,7.0
7519,1327351.0,12.0,12.0,9.0
7520,1327352.0,50.0,11.0,9.0
7521,1327353.0,0.0,0.0,9.0
7522,1327355.0,0.0,0.0,12.0
7523,1327356.0,90.0,25.0,12.0
7524,1327357.0,42.0,6.0,12.0
7525,1330034.0,286.0,38.0,11.0
7526,1330036.0,0.0,0.0,11.0
7527,1330037.0,0.0,0.0,11.0
7528,1330539.0,830.0,64.0,11.0
7529,1330635.0,66.0,20.0,9.0
7530,1330709.0,342.0,0.0,5.0
7531,1330710.0,94.0,9.0,6.0
7532,1330711.0,153.0,43.0,7.0
7533,1331941.0,2816.0,371.0,9.0
7534,1331945.0,823.0,66.0,11.0
7535,1349261.0,324.0,62.0,7.0
7536,1349262.0,291.0,75.0,12.0
7537,1363961.0,898.0,240.0,12.0
7538,1364297.0,519.0,0.0,12.0
7539,1364322.0,252.0,0.0,12.0
7540,1364323.0,286.0,53.0,12.0
7541,1383454.0,137.0,0.0,10.0
7542,1383455.0,168.0,19.0,10.0
7543,1383456.0,50.0,9.0,9.0
7544,1383457.0,54.0,14.0,9.0
7545,1390317.0,491.0,0.0,12.0
7546,1397771.0,426.0,0.0,12.0
7547,1397772.0,509.0,0.0,12.0
7548,1397964.0,140.0,36.0,7.0
7549,1397966.0,0.0,0.0,6.0
7550,1397968.0,0.0,0.0,6.0
7551,1398883.0,330.0,0.0,5.0
7552,1399016.0,200.0,27.0,9.0
7553,1399304.0,96.0,0.0,6.0
7554,1399314.0,173.0,0.0,7.0
7555,1399315.0,201.0,0.0,7.0
7556,1399316.0,181.0,0.0,7.0
7557,1399317.0,289.0,0.0,7.0
7558,1399318.0,142.0,0.0,7.0
7559,1399478.0,537.0,0.0,12.0
7560,1399479.0,324.0,0.0,12.0
7561,1438276.0,94.0,0.0,7.0
7562,1452736.0,415.0,0.0,12.0
7563,1481975.0,504.0,0.0,12.0
7564,1481976.0,425.0,0.0,12.0
7565,1483473.0,0.0,0.0,5.0
7566,1483477.0,0.0,0.0,8.0
7567,1483869.0,328.0,0.0,4.0
7568,1484333.0,662.0,0.0,12.0
7569,1484465.0,138.0,0.0,12.0
7570,1484466.0,380.0,0.0,12.0
7571,1484467.0,219.0,0.0,12.0
7572,1484468.0,203.0,0.0,12.0
7573,1485922.0,66.0,0.0,7.0
7574,1485923.0,127.0,0.0,12.0
7575,1485924.0,122.0,0.0,12.0
7576,1517713.0,77.0,0.0,10.0
7577,1517714.0,126.0,0.0,10.0
7578,1518385.0,18.0,0.0,7.0
7579,5001209.0,1073.0,86.0,12.0
7580,5001210.0,1442.0,188.0,12.0
7581,5001267.0,1207.0,102.0,10.0
7582,5001268.0,1408.0,64.0,12.0
7583,5001269.0,1673.0,173.0,12.0
7584,5001397.0,1168.0,0.0,12.0
7585,1395507.0,120.0,0.0,10.0
7586,1395508.0,119.0,0.0,10.0
7587,1395515.0,120.0,0.0,12.0
7588,7258.0,1.0,0.0,0.0
7589,7376.0,232.0,36.0,9.0
7590,7378.0,1036.0,184.0,9.0
7591,7382.0,24.0,24.0,9.0
7592,7399.0,565.0,110.0,9.0
7593,18699.0,148.0,36.0,9.0
7594,20861.0,287.0,53.0,9.0
7595,20862.0,302.0,112.0,9.0
7596,49881.0,71.0,16.0,9.0
7597,79044.0,153.0,44.0,9.0
7598,79217.0,151.0,25.0,9.0
7599,79225.0,157.0,13.0,9.0
7600,79241.0,91.0,31.0,9.0
7601,90488.0,106.0,35.0,9.0
7602,107766.0,609.0,77.0,9.0
7603,318956.0,168.0,23.0,9.0
7604,1139464.0,266.0,75.0,9.0
7605,7401.0,879.0,205.0,10.0
7606,74582.0,24.0,13.0,10.0
7607,80206.0,34.0,12.0,9.0
7608,90420.0,165.0,22.0,10.0
7609,1279731.0,80.0,21.0,10.0
7610,1279732.0,110.0,10.0,10.0
7611,1279733.0,101.0,46.0,10.0
7612,1299458.0,0.0,0.0,0.0
7613,1299460.0,0.0,0.0,10.0
7614,7403.0,196.0,47.0,0.0
7615,18817.0,9.0,5.0,0.0
7616,7409.0,177.0,22.0,12.0
7617,7413.0,2870.0,369.0,12.0
7618,7414.0,1438.0,162.0,12.0
7619,7415.0,889.0,177.0,12.0
7620,7419.0,419.0,41.0,12.0
7621,18603.0,684.0,86.0,12.0
7622,19292.0,1024.0,113.0,12.0
7623,19293.0,514.0,38.0,12.0
7624,19294.0,1066.0,138.0,12.0
7625,19295.0,198.0,36.0,12.0
7626,19299.0,870.0,99.0,12.0
7627,19300.0,321.0,37.0,12.0
7628,39141.0,603.0,123.0,12.0
7629,61185.0,223.0,21.0,12.0
7630,69095.0,305.0,30.0,12.0
7631,69647.0,25.0,22.0,12.0
7632,79608.0,291.0,57.0,12.0
7633,80022.0,288.0,72.0,12.0
7634,80026.0,114.0,18.0,12.0
7635,80028.0,602.0,79.0,12.0
7636,80457.0,185.0,34.0,12.0
7637,87466.0,184.0,42.0,12.0
7638,94008.0,11.0,8.0,12.0
7639,94069.0,107.0,32.0,12.0
7640,97517.0,436.0,28.0,12.0
7641,115256.0,252.0,17.0,12.0
7642,307409.0,15.0,13.0,12.0
7643,1121953.0,181.0,142.0,12.0
7644,1142924.0,495.0,115.0,12.0
7645,1323489.0,173.0,11.0,12.0
7646,1368366.0,462.0,0.0,12.0
7647,1368375.0,253.0,0.0,12.0
7648,1441174.0,55.0,0.0,12.0
7649,7446.0,9.0,2.0,2.0
7650,7447.0,427.0,100.0,2.0
7651,7452.0,46.0,8.0,2.0
7652,18185.0,46.0,9.0,2.0
7653,18733.0,26.0,5.0,2.0
7654,19849.0,26.0,11.0,2.0
7655,58746.0,17.0,9.0,2.0
7656,58748.0,0.0,0.0,2.0
7657,64264.0,0.0,0.0,2.0
7658,64272.0,40.0,6.0,2.0
7659,85250.0,31.0,18.0,2.0
7660,85252.0,90.0,12.0,2.0
7661,103324.0,95.0,23.0,2.0
7662,106110.0,61.0,13.0,2.0
7663,107696.0,124.0,34.0,2.0
7664,108540.0,14.0,10.0,2.0
7665,1262442.0,239.0,0.0,0.0
7666,1279137.0,171.0,26.0,2.0
7667,1374728.0,45.0,0.0,2.0
7668,1374729.0,43.0,0.0,2.0
7669,1421004.0,1130.0,0.0,0.0
7670,1485051.0,245.0,0.0,0.0
7671,1485052.0,117.0,0.0,0.0
7672,1485158.0,289.0,0.0,0.0
7673,1485159.0,161.0,0.0,0.0
7674,1485160.0,96.0,0.0,0.0
7675,1485161.0,123.0,0.0,0.0
7676,1485162.0,33.0,0.0,0.0
7677,1485163.0,86.0,0.0,0.0
7678,1515539.0,1.0,0.0,0.0
7679,1515568.0,154.0,0.0,0.0
7680,1515569.0,1.0,0.0,0.0
7681,1515592.0,3.0,0.0,0.0
7682,1515594.0,1.0,0.0,0.0
7683,7463.0,84.0,21.0,1.0
7684,7464.0,91.0,22.0,1.0
7685,110226.0,41.0,14.0,1.0
7686,116434.0,160.0,15.0,1.0
7687,1108274.0,29.0,12.0,1.0
7688,5000275.0,107.0,32.0,1.0
7689,49349.0,310.0,48.0,6.0
7690,50233.0,4.0,3.0,5.0
7691,50248.0,41.0,9.0,4.0
7692,18163.0,0.0,0.0,0.0
7693,66121.0,33.0,33.0,0.0
7694,87760.0,378.0,141.0,4.0
7695,87818.0,259.0,90.0,6.0
7696,107884.0,58.0,12.0,2.0
7697,107886.0,188.0,59.0,2.0
7698,107888.0,17.0,7.0,2.0
7699,107890.0,88.0,18.0,2.0
7700,105198.0,102.0,18.0,5.0
7701,1304791.0,24.0,0.0,4.0
7702,1304794.0,75.0,30.0,4.0
7703,1304796.0,64.0,21.0,5.0
7704,1304797.0,150.0,38.0,4.0
7705,1354607.0,122.0,41.0,4.0
7706,51293.0,520.0,96.0,3.0
7707,29980.0,415.0,73.0,6.0
7708,48950.0,64.0,10.0,6.0
7709,50042.0,52.0,13.0,6.0
7710,50729.0,100.0,16.0,7.0
7711,54460.0,92.0,22.0,6.0
7712,86575.0,100.0,18.0,6.0
7713,86576.0,132.0,33.0,6.0
7714,86577.0,323.0,74.0,6.0
7715,119954.0,36.0,15.0,6.0
7716,122670.0,206.0,61.0,6.0
7717,150015.0,53.0,21.0,6.0
7718,350042.0,21.0,9.0,6.0
7719,1159869.0,106.0,27.0,6.0
7720,1259916.0,81.0,3.0,6.0
7721,1260975.0,76.0,2.0,6.0
7722,1285093.0,72.0,20.0,6.0
