,CODIGO_CURSO,NUM_ALUNOS_MATRICULADOS,NUM_ALUNOS_CONCLUINTES,RECURSOS
173,33205.0,76.0,45.0,12.0
174,33206.0,105.0,13.0,12.0
175,33209.0,6.0,1.0,12.0
176,34642.0,266.0,41.0,12.0
177,34644.0,211.0,50.0,12.0
178,34983.0,89.0,19.0,12.0
179,34992.0,145.0,28.0,12.0
180,44362.0,169.0,14.0,12.0
181,44364.0,0.0,0.0,12.0
182,44365.0,2.0,2.0,12.0
183,44366.0,143.0,24.0,12.0
184,44369.0,243.0,29.0,12.0
185,44372.0,132.0,22.0,12.0
186,44376.0,48.0,37.0,12.0
187,44377.0,208.0,25.0,12.0
188,44382.0,403.0,90.0,12.0
189,44418.0,259.0,63.0,12.0
190,52159.0,110.0,12.0,12.0
191,70638.0,177.0,36.0,12.0
192,85124.0,383.0,37.0,12.0
193,92262.0,208.0,29.0,12.0
194,92267.0,171.0,18.0,12.0
195,101550.0,8.0,8.0,12.0
196,112158.0,2.0,2.0,12.0
197,112160.0,6.0,6.0,12.0
198,112162.0,21.0,20.0,12.0
199,112164.0,7.0,6.0,12.0
200,112166.0,0.0,0.0,9.0
201,112170.0,47.0,38.0,12.0
202,112176.0,220.0,20.0,12.0
203,112790.0,172.0,21.0,12.0
204,112792.0,223.0,40.0,12.0
205,112794.0,473.0,56.0,12.0
206,112796.0,525.0,73.0,12.0
207,112804.0,320.0,27.0,12.0
208,112816.0,375.0,44.0,12.0
209,112818.0,510.0,65.0,12.0
210,112872.0,239.0,29.0,12.0
211,112887.0,374.0,51.0,12.0
212,112889.0,186.0,22.0,12.0
213,112891.0,613.0,45.0,12.0
214,122198.0,69.0,12.0,12.0
215,122200.0,91.0,23.0,12.0
216,122202.0,304.0,40.0,12.0
217,122204.0,355.0,54.0,12.0
218,122206.0,560.0,84.0,12.0
219,122208.0,138.0,6.0,12.0
220,122210.0,82.0,2.0,12.0
221,122212.0,394.0,54.0,12.0
222,122214.0,336.0,40.0,12.0
223,122218.0,211.0,22.0,12.0
224,122220.0,73.0,15.0,12.0
225,300118.0,203.0,29.0,12.0
226,300129.0,111.0,30.0,12.0
227,300151.0,114.0,24.0,12.0
228,1138293.0,380.0,44.0,12.0
229,1138344.0,323.0,44.0,12.0
230,1138345.0,305.0,22.0,12.0
231,1138346.0,243.0,16.0,12.0
232,1140035.0,356.0,41.0,12.0
233,1140048.0,244.0,17.0,12.0
234,1140050.0,242.0,34.0,12.0
235,1140062.0,399.0,67.0,12.0
236,1140082.0,193.0,22.0,12.0
237,1140088.0,232.0,17.0,12.0
238,1140091.0,260.0,35.0,12.0
239,1173351.0,294.0,47.0,12.0
240,1192413.0,441.0,65.0,12.0
241,1192414.0,355.0,61.0,12.0
242,1192415.0,247.0,21.0,12.0
243,1192419.0,316.0,59.0,12.0
244,1269978.0,338.0,39.0,12.0
245,1314245.0,176.0,19.0,12.0
246,1349598.0,111.0,16.0,12.0
247,1434981.0,1.0,0.0,12.0
248,5000587.0,508.0,0.0,12.0
249,5001034.0,50.0,0.0,12.0
250,5001035.0,46.0,0.0,12.0
251,5001037.0,153.0,0.0,12.0
252,5001038.0,85.0,0.0,12.0
253,5001039.0,40.0,0.0,12.0
254,5001040.0,63.0,0.0,12.0
255,5001042.0,65.0,0.0,12.0
256,5001043.0,67.0,0.0,12.0
257,5001044.0,9.0,0.0,12.0
258,5001045.0,91.0,0.0,12.0
259,5001148.0,61.0,0.0,12.0
260,5001149.0,42.0,0.0,12.0
261,5001150.0,42.0,0.0,12.0
262,5001151.0,56.0,0.0,12.0
263,294.0,515.0,33.0,3.0
264,295.0,237.0,18.0,2.0
265,297.0,423.0,35.0,2.0
266,299.0,155.0,5.0,2.0
267,302.0,327.0,34.0,12.0
268,303.0,637.0,135.0,6.0
269,304.0,193.0,32.0,0.0
270,306.0,493.0,47.0,2.0
271,308.0,562.0,62.0,2.0
272,310.0,64.0,2.0,2.0
273,311.0,464.0,46.0,2.0
274,315.0,459.0,48.0,2.0
275,317.0,426.0,21.0,4.0
276,318.0,176.0,5.0,0.0
277,319.0,263.0,37.0,2.0
278,321.0,54.0,1.0,2.0
279,322.0,168.0,12.0,2.0
280,326.0,165.0,10.0,2.0
281,327.0,359.0,30.0,5.0
282,328.0,330.0,27.0,1.0
283,20190.0,116.0,13.0,5.0
284,20762.0,601.0,50.0,2.0
285,20763.0,29.0,12.0,0.0
286,20764.0,400.0,19.0,0.0
287,20766.0,1.0,0.0,2.0
288,20767.0,123.0,8.0,2.0
289,20768.0,349.0,16.0,2.0
290,20782.0,253.0,20.0,2.0
291,22046.0,144.0,6.0,0.0
292,40149.0,166.0,4.0,1.0
293,49512.0,168.0,7.0,2.0
294,49673.0,180.0,15.0,2.0
295,52852.0,240.0,19.0,0.0
296,64064.0,337.0,41.0,3.0
297,80418.0,224.0,5.0,2.0
298,80419.0,205.0,18.0,2.0
299,80420.0,201.0,17.0,2.0
300,80877.0,433.0,54.0,10.0
301,80885.0,182.0,21.0,10.0
302,80886.0,210.0,25.0,1.0
303,80896.0,207.0,23.0,1.0
304,80899.0,202.0,14.0,1.0
305,94033.0,192.0,17.0,1.0
306,95017.0,212.0,9.0,3.0
307,95033.0,310.0,23.0,2.0
308,95037.0,202.0,32.0,2.0
309,95044.0,267.0,29.0,0.0
310,95050.0,168.0,4.0,3.0
311,95051.0,188.0,24.0,1.0
312,95053.0,226.0,23.0,0.0
313,95055.0,185.0,15.0,3.0
314,95057.0,234.0,22.0,3.0
315,95059.0,154.0,8.0,3.0
316,98609.0,389.0,36.0,4.0
317,99400.0,246.0,18.0,4.0
318,99402.0,170.0,18.0,10.0
319,99404.0,196.0,28.0,0.0
320,99406.0,212.0,6.0,4.0
321,99408.0,201.0,23.0,3.0
322,99409.0,152.0,9.0,3.0
323,99411.0,224.0,36.0,4.0
324,99413.0,202.0,31.0,5.0
325,99416.0,247.0,20.0,2.0
326,99418.0,194.0,22.0,2.0
327,99420.0,163.0,14.0,6.0
328,99423.0,180.0,13.0,7.0
329,99425.0,161.0,15.0,2.0
330,99426.0,179.0,21.0,10.0
331,99444.0,273.0,30.0,1.0
332,99446.0,175.0,24.0,2.0
333,99450.0,104.0,15.0,3.0
334,99452.0,171.0,26.0,0.0
335,101666.0,191.0,24.0,6.0
336,106402.0,20.0,2.0,1.0
337,106404.0,52.0,8.0,1.0
338,106408.0,35.0,3.0,1.0
339,106411.0,156.0,11.0,1.0
340,106416.0,226.0,36.0,1.0
341,106418.0,299.0,36.0,1.0
342,106421.0,271.0,40.0,1.0
343,116188.0,243.0,7.0,4.0
344,116192.0,166.0,10.0,0.0
345,116194.0,195.0,18.0,7.0
346,116210.0,12.0,1.0,2.0
347,116216.0,89.0,30.0,2.0
348,116220.0,260.0,11.0,2.0
349,116324.0,225.0,4.0,2.0
350,1108064.0,198.0,13.0,3.0
351,1108065.0,171.0,12.0,5.0
352,1108066.0,181.0,20.0,3.0
353,1108067.0,274.0,30.0,1.0
354,1108149.0,182.0,22.0,11.0
355,1108153.0,327.0,45.0,11.0
356,1108154.0,202.0,20.0,3.0
357,1108158.0,171.0,31.0,0.0
358,1108163.0,216.0,40.0,0.0
359,1108167.0,229.0,26.0,4.0
360,1108170.0,161.0,31.0,0.0
361,1108172.0,159.0,24.0,4.0
362,1109547.0,139.0,14.0,5.0
363,1109548.0,215.0,10.0,1.0
364,1116573.0,190.0,7.0,1.0
365,1158648.0,112.0,1.0,1.0
366,1182902.0,154.0,11.0,2.0
367,1182904.0,115.0,3.0,2.0
368,1279838.0,92.0,9.0,4.0
369,1316062.0,185.0,10.0,2.0
370,1321266.0,42.0,1.0,1.0
371,1321267.0,51.0,8.0,1.0
372,1321268.0,70.0,6.0,1.0
373,1321449.0,158.0,17.0,10.0
374,1321453.0,196.0,16.0,11.0
375,1321454.0,169.0,12.0,2.0
376,1321455.0,197.0,7.0,2.0
377,1457514.0,196.0,12.0,2.0
378,1457515.0,127.0,0.0,2.0
379,376.0,672.0,87.0,1.0
380,377.0,416.0,60.0,1.0
381,378.0,560.0,57.0,1.0
382,379.0,478.0,25.0,1.0
383,380.0,244.0,21.0,1.0
384,381.0,1218.0,85.0,1.0
385,382.0,427.0,9.0,1.0
386,383.0,305.0,20.0,1.0
387,385.0,208.0,14.0,1.0
388,386.0,213.0,12.0,1.0
389,388.0,678.0,82.0,1.0
390,389.0,800.0,147.0,1.0
391,390.0,250.0,19.0,1.0
392,391.0,228.0,18.0,1.0
393,392.0,1113.0,125.0,1.0
394,393.0,250.0,22.0,1.0
395,394.0,337.0,31.0,1.0
396,395.0,186.0,20.0,1.0
397,396.0,493.0,44.0,1.0
398,397.0,441.0,11.0,1.0
399,398.0,248.0,53.0,1.0
400,399.0,238.0,13.0,1.0
401,400.0,180.0,11.0,1.0
402,401.0,202.0,26.0,1.0
403,402.0,600.0,35.0,1.0
404,403.0,398.0,38.0,1.0
405,407.0,221.0,9.0,1.0
406,2133.0,296.0,42.0,1.0
407,18353.0,344.0,32.0,1.0
408,20252.0,163.0,18.0,1.0
409,27733.0,279.0,33.0,1.0
410,33083.0,107.0,8.0,1.0
411,34646.0,683.0,39.0,1.0
412,62484.0,257.0,18.0,1.0
413,62486.0,231.0,17.0,1.0
414,62512.0,317.0,22.0,1.0
415,65424.0,199.0,4.0,1.0
416,65426.0,108.0,5.0,1.0
417,84288.0,274.0,16.0,1.0
418,84526.0,306.0,33.0,1.0
419,101606.0,254.0,19.0,1.0
420,101608.0,260.0,27.0,1.0
421,101610.0,215.0,11.0,1.0
422,101612.0,177.0,15.0,1.0
423,101614.0,272.0,32.0,1.0
424,101618.0,268.0,7.0,1.0
425,101620.0,252.0,16.0,1.0
426,101622.0,211.0,13.0,1.0
427,101637.0,190.0,6.0,1.0
428,101639.0,225.0,17.0,1.0
429,101641.0,212.0,27.0,1.0
430,101643.0,108.0,6.0,1.0
431,101645.0,235.0,31.0,1.0
432,101647.0,166.0,8.0,1.0
433,101651.0,223.0,22.0,1.0
434,101653.0,247.0,34.0,1.0
435,101655.0,213.0,10.0,1.0
436,101659.0,240.0,18.0,1.0
437,104364.0,124.0,9.0,1.0
438,104366.0,130.0,13.0,1.0
439,104368.0,141.0,0.0,1.0
440,112086.0,228.0,15.0,1.0
441,112088.0,219.0,21.0,1.0
442,112090.0,252.0,15.0,1.0
443,112092.0,194.0,15.0,1.0
444,112094.0,244.0,13.0,1.0
445,112096.0,226.0,13.0,1.0
446,112098.0,231.0,23.0,1.0
447,112100.0,238.0,15.0,1.0
448,112102.0,245.0,27.0,1.0
449,112104.0,222.0,31.0,1.0
450,112106.0,269.0,21.0,1.0
451,112108.0,239.0,17.0,1.0
452,112118.0,249.0,0.0,1.0
453,112126.0,128.0,0.0,1.0
454,112290.0,224.0,19.0,1.0
455,116832.0,235.0,22.0,1.0
456,118408.0,102.0,2.0,1.0
457,118410.0,115.0,14.0,1.0
458,118412.0,110.0,8.0,1.0
459,122002.0,195.0,0.0,1.0
460,122628.0,238.0,5.0,1.0
461,122630.0,207.0,11.0,1.0
462,122632.0,173.0,19.0,1.0
463,122634.0,230.0,10.0,1.0
464,122636.0,229.0,25.0,1.0
465,122640.0,294.0,25.0,1.0
466,122642.0,226.0,19.0,1.0
467,122644.0,275.0,27.0,1.0
468,300379.0,45.0,2.0,1.0
469,300403.0,85.0,8.0,1.0
470,1103469.0,161.0,12.0,1.0
471,1104306.0,1.0,1.0,1.0
472,1106983.0,148.0,8.0,1.0
473,1106984.0,116.0,6.0,1.0
474,1110779.0,100.0,18.0,1.0
475,1128322.0,149.0,2.0,1.0
476,1158678.0,244.0,21.0,1.0
477,1167036.0,206.0,9.0,1.0
478,1167330.0,243.0,13.0,1.0
479,1171749.0,198.0,15.0,1.0
480,1179494.0,322.0,16.0,0.0
481,1183006.0,180.0,0.0,1.0
482,1202516.0,407.0,3.0,0.0
483,1270121.0,123.0,15.0,1.0
484,5000500.0,92.0,2.0,1.0
485,5001406.0,36.0,0.0,1.0
486,586.0,373.0,47.0,11.0
487,587.0,373.0,50.0,11.0
488,588.0,375.0,40.0,11.0
489,589.0,288.0,32.0,11.0
490,590.0,487.0,52.0,11.0
491,591.0,313.0,28.0,11.0
492,592.0,312.0,49.0,11.0
493,593.0,273.0,45.0,11.0
494,594.0,310.0,30.0,11.0
495,595.0,69.0,11.0,11.0
496,596.0,528.0,94.0,11.0
497,18875.0,377.0,57.0,11.0
498,18876.0,134.0,21.0,11.0
499,18877.0,66.0,3.0,11.0
500,21157.0,102.0,14.0,11.0
501,21158.0,99.0,16.0,11.0
502,21159.0,106.0,19.0,11.0
503,21160.0,46.0,3.0,11.0
504,41612.0,86.0,15.0,11.0
505,41622.0,273.0,36.0,11.0
506,41624.0,189.0,12.0,11.0
507,41626.0,381.0,79.0,11.0
508,61560.0,405.0,90.0,11.0
509,80779.0,280.0,26.0,11.0
510,103596.0,500.0,80.0,11.0
511,111502.0,205.0,7.0,11.0
512,111504.0,170.0,31.0,11.0
513,111506.0,156.0,20.0,11.0
514,112592.0,99.0,4.0,11.0
515,112594.0,409.0,50.0,11.0
516,112596.0,383.0,70.0,11.0
517,112598.0,439.0,85.0,11.0
518,112600.0,195.0,21.0,11.0
519,112602.0,120.0,8.0,11.0
520,112604.0,160.0,22.0,11.0
521,112606.0,320.0,35.0,11.0
522,121650.0,219.0,27.0,11.0
523,121665.0,374.0,53.0,11.0
524,121669.0,390.0,55.0,11.0
525,121677.0,339.0,66.0,11.0
526,121679.0,313.0,23.0,12.0
527,121681.0,372.0,46.0,11.0
528,300592.0,74.0,8.0,11.0
529,300593.0,65.0,7.0,11.0
530,300595.0,50.0,13.0,11.0
531,318876.0,131.0,23.0,11.0
532,318877.0,16.0,2.0,11.0
533,1083188.0,155.0,26.0,11.0
534,1168454.0,29.0,4.0,11.0
535,1177731.0,85.0,0.0,12.0
536,1404130.0,120.0,0.0,11.0
537,1484985.0,6.0,0.0,11.0
538,1484987.0,7.0,0.0,11.0
539,1484989.0,10.0,0.0,11.0
540,1484990.0,29.0,0.0,11.0
541,849.0,57.0,9.0,8.0
542,850.0,280.0,20.0,8.0
543,855.0,142.0,27.0,11.0
544,857.0,2432.0,420.0,9.0
545,859.0,96.0,5.0,12.0
546,860.0,79.0,5.0,11.0
547,861.0,130.0,36.0,12.0
548,863.0,915.0,207.0,12.0
549,864.0,976.0,222.0,11.0
550,865.0,192.0,6.0,8.0
551,866.0,1057.0,178.0,9.0
552,867.0,192.0,56.0,11.0
553,868.0,1201.0,189.0,11.0
554,869.0,406.0,88.0,10.0
555,870.0,195.0,55.0,8.0
556,872.0,215.0,13.0,9.0
557,877.0,1.0,0.0,12.0
558,881.0,113.0,19.0,8.0
559,882.0,0.0,0.0,6.0
560,884.0,435.0,53.0,12.0
561,885.0,356.0,70.0,10.0
562,886.0,3.0,2.0,12.0
563,888.0,1.0,0.0,8.0
564,18686.0,160.0,30.0,8.0
565,19312.0,41.0,14.0,6.0
566,19402.0,74.0,1.0,9.0
567,21596.0,721.0,107.0,9.0
568,21597.0,154.0,27.0,8.0
569,24980.0,490.0,104.0,8.0
570,27102.0,118.0,36.0,8.0
571,28951.0,180.0,34.0,11.0
572,38376.0,4.0,1.0,8.0
573,38397.0,2.0,2.0,12.0
574,38398.0,4.0,1.0,12.0
575,38409.0,175.0,47.0,10.0
576,38413.0,256.0,33.0,11.0
577,38415.0,0.0,0.0,8.0
578,38417.0,1.0,0.0,12.0
579,47028.0,702.0,133.0,6.0
580,49540.0,783.0,150.0,6.0
581,49548.0,159.0,23.0,6.0
582,50022.0,66.0,25.0,12.0
583,50077.0,245.0,31.0,10.0
584,50158.0,153.0,25.0,9.0
585,57944.0,320.0,67.0,10.0
586,57948.0,25.0,6.0,10.0
587,60114.0,52.0,16.0,5.0
588,60123.0,136.0,33.0,8.0
589,60128.0,15.0,11.0,2.0
590,61337.0,542.0,92.0,12.0
591,61826.0,112.0,9.0,9.0
592,65171.0,61.0,1.0,12.0
593,80608.0,0.0,0.0,6.0
594,80610.0,373.0,72.0,6.0
595,80612.0,113.0,22.0,6.0
596,90214.0,146.0,37.0,6.0
597,90218.0,46.0,15.0,8.0
598,92129.0,68.0,2.0,8.0
599,100097.0,176.0,25.0,7.0
600,100721.0,80.0,20.0,6.0
601,109764.0,88.0,31.0,8.0
602,109776.0,389.0,50.0,11.0
603,109780.0,159.0,27.0,11.0
604,109782.0,51.0,3.0,10.0
605,109788.0,0.0,0.0,9.0
606,109790.0,110.0,25.0,10.0
607,118476.0,149.0,27.0,10.0
608,118904.0,1.0,0.0,12.0
609,118912.0,0.0,0.0,6.0
610,118914.0,0.0,0.0,5.0
611,1059179.0,376.0,27.0,12.0
612,1082313.0,249.0,26.0,10.0
613,1083087.0,286.0,61.0,10.0
614,1114874.0,118.0,27.0,11.0
615,1114875.0,145.0,21.0,9.0
616,1114876.0,59.0,28.0,6.0
617,1114877.0,4.0,3.0,6.0
618,1114878.0,0.0,0.0,8.0
619,1114886.0,0.0,0.0,9.0
620,1114888.0,0.0,0.0,9.0
621,1114889.0,28.0,9.0,8.0
622,1114891.0,151.0,14.0,6.0
623,1118280.0,1.0,0.0,12.0
624,1264805.0,111.0,27.0,8.0
625,1264879.0,70.0,33.0,12.0
626,1264881.0,156.0,64.0,12.0
627,1264883.0,100.0,46.0,12.0
628,1264885.0,37.0,23.0,12.0
629,1264887.0,100.0,21.0,11.0
630,1268238.0,253.0,53.0,9.0
631,1268240.0,17.0,11.0,9.0
632,1268241.0,340.0,78.0,8.0
633,1330952.0,67.0,0.0,6.0
634,1397977.0,73.0,13.0,12.0
635,1419969.0,384.0,0.0,12.0
636,1427316.0,166.0,0.0,8.0
637,1427317.0,47.0,0.0,8.0
638,1427318.0,36.0,0.0,8.0
639,1427319.0,22.0,0.0,8.0
640,1427320.0,9.0,0.0,8.0
641,1427321.0,32.0,0.0,8.0
642,1427323.0,40.0,0.0,8.0
643,1427325.0,47.0,0.0,8.0
644,1427332.0,34.0,0.0,8.0
645,1427333.0,0.0,0.0,0.0
646,1428434.0,0.0,0.0,8.0
647,1428435.0,60.0,0.0,8.0
648,1428437.0,116.0,0.0,8.0
649,1429217.0,49.0,0.0,7.0
650,1445588.0,60.0,0.0,8.0
651,1453015.0,125.0,0.0,9.0
652,1453016.0,79.0,0.0,6.0
653,1483448.0,1.0,0.0,6.0
654,1483449.0,60.0,0.0,6.0
655,1485027.0,61.0,0.0,7.0
656,950.0,60.0,11.0,12.0
657,952.0,383.0,46.0,11.0
658,953.0,51.0,14.0,11.0
659,954.0,170.0,13.0,10.0
660,955.0,269.0,30.0,10.0
661,957.0,68.0,6.0,1.0
662,958.0,84.0,11.0,12.0
663,959.0,151.0,22.0,11.0
664,960.0,678.0,78.0,5.0
665,963.0,3536.0,554.0,8.0
666,964.0,718.0,178.0,12.0
667,965.0,68.0,3.0,12.0
668,966.0,53.0,5.0,12.0
669,968.0,363.0,24.0,8.0
670,970.0,110.0,29.0,12.0
671,971.0,73.0,6.0,10.0
672,972.0,68.0,5.0,11.0
673,29331.0,159.0,15.0,10.0
674,51164.0,34.0,10.0,12.0
675,51174.0,56.0,4.0,10.0
676,52551.0,107.0,21.0,12.0
677,52971.0,543.0,83.0,10.0
678,52977.0,306.0,64.0,11.0
679,87000.0,286.0,53.0,11.0
680,87002.0,280.0,59.0,10.0
681,300950.0,120.0,24.0,12.0
682,1108674.0,54.0,18.0,11.0
683,1108686.0,92.0,18.0,12.0
684,1174681.0,69.0,15.0,11.0
685,1200712.0,584.0,0.0,11.0
686,1304608.0,184.0,23.0,11.0
687,1358817.0,72.0,0.0,7.0
688,1465866.0,14.0,0.0,2.0
689,1095.0,164.0,39.0,12.0
690,1098.0,67.0,10.0,12.0
691,1101.0,1277.0,226.0,12.0
692,1103.0,402.0,97.0,12.0
693,1104.0,207.0,35.0,12.0
694,1105.0,18.0,9.0,12.0
695,1107.0,655.0,108.0,12.0
696,1109.0,122.0,30.0,12.0
697,1110.0,153.0,12.0,12.0
698,1112.0,46.0,4.0,12.0
699,1113.0,266.0,45.0,12.0
700,1114.0,1.0,1.0,12.0
701,1121.0,169.0,46.0,12.0
702,1124.0,554.0,84.0,12.0
703,1130.0,0.0,0.0,12.0
704,1140.0,353.0,63.0,12.0
705,18043.0,7.0,1.0,12.0
706,18046.0,69.0,18.0,12.0
707,18047.0,80.0,22.0,12.0
708,18048.0,108.0,19.0,12.0
709,20288.0,17.0,0.0,12.0
710,22642.0,456.0,69.0,12.0
711,24299.0,197.0,39.0,12.0
712,25674.0,73.0,18.0,12.0
713,25881.0,7.0,0.0,12.0
714,26065.0,212.0,34.0,12.0
715,29730.0,85.0,23.0,12.0
716,29733.0,512.0,99.0,12.0
717,31041.0,954.0,211.0,12.0
718,32252.0,112.0,26.0,12.0
719,33257.0,94.0,23.0,12.0
720,34653.0,147.0,24.0,12.0
721,34655.0,106.0,19.0,12.0
722,40404.0,88.0,18.0,12.0
723,40405.0,204.0,44.0,12.0
724,40435.0,150.0,20.0,12.0
725,40604.0,143.0,27.0,12.0
