ID_ALUNO;CODIGO_IES;RACA;PAIS_ORIGEM;GENERO;IDADE
1;1;Parda;Brasil;Masculino;32
2;1;Parda;Brasil;Feminino;39
3;1;Parda;Brasil;Masculino;43
4;1;Parda;Brasil;Feminino;37
5;1;Parda;Brasil;Masculino;29
6;1;Branca;Brasil;Masculino;33
7;1;Parda;Brasil;Feminino;24
8;1;Parda;Brasil;Masculino;37
9;1;Parda;Brasil;Feminino;50
10;1;Preta;Brasil;Masculino;51
11;1;Branca;Brasil;Masculino;23
12;1;Branca;Brasil;Masculino;54
13;1;Branca;Brasil;Feminino;53
14;1;Parda;Brasil;Masculino;22
15;1;Preta;Brasil;Masculino;32
16;1;Parda;Brasil;Masculino;26
17;1;Parda;Brasil;Masculino;22
18;1;Parda;Brasil;Feminino;20
19;1;Preta;Brasil;Feminino;30
20;1;Branca;Brasil;Feminino;30
21;1;Branca;Brasil;Masculino;40
22;1;Preta;Brasil;Feminino;25
23;1;Parda;Brasil;Feminino;42
24;1;Parda;Brasil;Feminino;51
25;1;Parda;Brasil;Masculino;33
26;1;Parda;Brasil;Feminino;23
27;1;Branca;Brasil;Feminino;25
28;1;Parda;Brasil;Feminino;22
29;1;Branca;Brasil;Feminino;43
30;1;Parda;Brasil;Feminino;22
31;1;Parda;Brasil;Feminino;35
32;1;Parda;Brasil;Feminino;35
33;1;Parda;Brasil;Masculino;72
34;1;Branca;Brasil;Feminino;37
35;1;Indígena;Brasil;Feminino;44
36;1;Branca;Brasil;Feminino;39
37;1;Parda;Brasil;Feminino;21
38;1;Parda;Brasil;Feminino;20
39;1;Parda;Brasil;Feminino;32
40;1;Parda;Brasil;Masculino;38
41;1;Parda;Brasil;Masculino;31
42;1;Branca;Brasil;Feminino;21
43;1;Branca;Brasil;Feminino;29
44;1;Parda;Brasil;Masculino;37
45;1;Branca;Brasil;Masculino;21
46;1;Branca;Brasil;Masculino;23
47;1;Preta;Brasil;Feminino;20
48;1;Branca;Brasil;Feminino;22
49;1;Preta;Brasil;Feminino;39
50;1;Parda;Brasil;Feminino;33
51;1;Parda;Brasil;Masculino;29
52;1;Branca;Brasil;Masculino;33
53;1;Preta;Brasil;Masculino;28
54;1;Parda;Brasil;Feminino;27
55;1;Parda;Brasil;Feminino;24
56;1;Parda;Brasil;Masculino;27
57;1;Parda;Brasil;Feminino;24
58;1;Parda;Brasil;Masculino;23
59;1;Branca;Brasil;Masculino;44
60;1;Branca;Brasil;Masculino;23
61;1;Parda;Brasil;Feminino;36
62;1;Parda;Brasil;Masculino;41
63;1;Parda;Brasil;Feminino;35
64;1;Preta;Brasil;Masculino;29
65;1;Parda;Brasil;Masculino;69
66;1;Parda;Brasil;Feminino;29
67;1;Branca;Brasil;Feminino;72
68;1;Parda;Brasil;Feminino;27
69;1;Branca;Brasil;Masculino;41
70;1;Parda;Brasil;Feminino;38
71;1;Parda;Brasil;Masculino;27
72;1;Branca;Brasil;Feminino;24
73;1;Parda;Brasil;Feminino;21
74;1;Parda;Brasil;Masculino;25
75;1;Parda;Brasil;Feminino;21
76;1;Branca;Brasil;Masculino;24
77;1;Parda;Brasil;Masculino;24
78;1;Branca;Brasil;Feminino;46
79;1;Parda;Brasil;Feminino;53
80;1;Preta;Brasil;Masculino;43
81;1;Preta;Brasil;Masculino;26
82;1;Parda;Brasil;Feminino;24
83;1;Branca;Brasil;Masculino;34
84;1;Parda;Brasil;Masculino;33
85;1;Parda;Brasil;Masculino;32
86;1;Parda;Brasil;Feminino;26
87;1;Parda;Brasil;Feminino;20
88;1;Parda;Brasil;Feminino;44
89;1;Parda;Brasil;Feminino;23
90;1;Branca;Brasil;Masculino;50
91;1;Branca;Brasil;Masculino;39
92;1;Branca;Brasil;Feminino;53
93;1;Parda;Brasil;Feminino;38
94;1;Preta;Brasil;Masculino;52
95;1;Parda;Brasil;Masculino;40
96;1;Parda;Brasil;Feminino;39
97;1;Branca;Brasil;Feminino;38
98;1;Parda;Brasil;Feminino;22
99;1;Parda;Brasil;Feminino;45
100;1;Parda;Brasil;Masculino;26
101;1;Preta;Brasil;Masculino;22
102;1;Branca;Brasil;Masculino;39
103;1;Preta;Brasil;Masculino;43
104;1;Parda;Brasil;Masculino;45
105;1;Parda;Brasil;Masculino;49
106;1;Parda;Brasil;Masculino;23
107;1;Preta;Brasil;Masculino;26
108;1;Parda;Brasil;Masculino;23
109;1;Parda;Brasil;Masculino;27
110;1;Parda;Brasil;Masculino;21
111;1;Parda;Brasil;Feminino;48
112;1;Branca;Brasil;Feminino;27
113;1;Preta;Brasil;Feminino;22
114;1;Parda;Brasil;Masculino;42
115;1;Branca;Brasil;Masculino;21
116;1;Parda;Brasil;Feminino;21
117;1;Parda;Brasil;Masculino;20
118;1;Branca;Brasil;Masculino;29
119;1;Parda;Brasil;Feminino;33
120;1;Parda;Brasil;Masculino;32
121;1;Branca;Brasil;Masculino;25
122;1;Branca;Brasil;Feminino;48
123;1;Parda;Brasil;Feminino;62
124;1;Preta;Brasil;Feminino;36
125;1;Parda;Brasil;Feminino;27
126;1;Parda;Brasil;Feminino;24
127;1;Branca;Brasil;Masculino;22
128;1;Branca;Brasil;Feminino;27
129;1;Parda;Brasil;Feminino;26
130;1;Branca;Brasil;Feminino;31
131;1;Branca;Brasil;Masculino;28
132;1;Branca;Brasil;Masculino;22
133;1;Branca;Brasil;Masculino;31
134;1;Parda;Brasil;Feminino;32
135;1;Branca;Brasil;Masculino;25
136;1;Parda;Brasil;Masculino;21
137;1;Parda;Brasil;Masculino;37
138;1;Preta;Brasil;Masculino;33
139;1;Branca;Brasil;Feminino;22
140;1;Preta;Brasil;Masculino;51
141;1;Parda;Brasil;Masculino;46
142;1;Parda;Brasil;Masculino;24
143;1;Branca;Brasil;Feminino;25
144;1;Parda;Brasil;Feminino;23
145;1;Branca;Brasil;Masculino;20
146;1;Branca;Brasil;Masculino;28
147;1;Amarela;Brasil;Masculino;37
148;1;Parda;Brasil;Feminino;24
149;1;Preta;Brasil;Masculino;24
150;1;Branca;Brasil;Masculino;25
151;1;Parda;Brasil;Feminino;21
152;1;Branca;Brasil;Masculino;33
153;1;Branca;Brasil;Masculino;24
154;1;Parda;Brasil;Feminino;37
155;1;Branca;Brasil;Masculino;21
156;1;Branca;Brasil;Masculino;22
157;1;Parda;Brasil;Masculino;25
158;1;Branca;Brasil;Feminino;23
159;1;Branca;Brasil;Masculino;29
160;1;Parda;Brasil;Feminino;43
161;1;Parda;Brasil;Masculino;28
162;1;Parda;Brasil;Masculino;37
163;1;Parda;Brasil;Masculino;63
164;1;Parda;Brasil;Masculino;35
165;1;Preta;Brasil;Masculino;25
166;1;Parda;Brasil;Feminino;22
167;1;Parda;Brasil;Feminino;24
168;1;Branca;Brasil;Masculino;67
169;1;Preta;Brasil;Masculino;24
170;1;Parda;Brasil;Masculino;24
171;1;Branca;Brasil;Masculino;22
172;1;Branca;Brasil;Masculino;22
173;1;Parda;Brasil;Masculino;22
174;1;Parda;Brasil;Feminino;39
175;1;Parda;Brasil;Feminino;23
176;1;Parda;Brasil;Feminino;27
177;1;Branca;Brasil;Masculino;39
178;1;Parda;Brasil;Masculino;35
179;1;Branca;Brasil;Feminino;55
180;1;Preta;Brasil;Masculino;30
181;1;Parda;Brasil;Masculino;47
182;1;Preta;Brasil;Feminino;45
183;1;Amarela;Brasil;Masculino;51
184;1;Parda;Brasil;Feminino;39
185;1;Parda;Brasil;Masculino;42
186;1;Branca;Brasil;Feminino;24
187;1;Parda;Brasil;Feminino;35
188;1;Branca;Brasil;Masculino;21
189;1;Parda;Brasil;Feminino;35
190;1;Parda;Brasil;Masculino;26
191;1;Parda;Brasil;Masculino;49
192;1;Parda;Brasil;Masculino;54
193;1;Branca;Brasil;Feminino;37
194;1;Amarela;Brasil;Feminino;35
195;1;Branca;Brasil;Masculino;54
196;1;Parda;Brasil;Feminino;27
197;1;Preta;Brasil;Feminino;40
198;1;Parda;Brasil;Feminino;42
199;1;Parda;Brasil;Masculino;46
200;1;Parda;Brasil;Masculino;42
201;1;Branca;Brasil;Feminino;24
202;1;Parda;Brasil;Masculino;21
203;1;Branca;Brasil;Feminino;20
204;1;Branca;Brasil;Feminino;20
205;1;Parda;Brasil;Masculino;35
206;1;Branca;Brasil;Masculino;28
207;1;Parda;Brasil;Masculino;32
208;1;Parda;Brasil;Masculino;46
209;1;Parda;Brasil;Masculino;34
210;1;Preta;Brasil;Masculino;55
211;1;Parda;Brasil;Masculino;26
212;1;Branca;Brasil;Masculino;22
213;1;Branca;Brasil;Masculino;23
214;1;Preta;Brasil;Masculino;40
215;1;Parda;Brasil;Feminino;45
216;1;Preta;Brasil;Feminino;35
217;1;Parda;Brasil;Feminino;32
218;1;Parda;Brasil;Masculino;26
219;1;Branca;Brasil;Masculino;35
220;1;Branca;Brasil;Feminino;60
221;1;Parda;Brasil;Feminino;21
222;1;Parda;Brasil;Feminino;56
223;1;Preta;Brasil;Masculino;23
224;1;Parda;Brasil;Masculino;38
225;1;Parda;Brasil;Masculino;29
226;1;Parda;Brasil;Masculino;25
227;1;Parda;Brasil;Feminino;20
228;1;Parda;Brasil;Feminino;22
229;1;Parda;Brasil;Masculino;22
230;1;Parda;Brasil;Masculino;22
231;1;Parda;Brasil;Feminino;26
232;1;Preta;Brasil;Masculino;42
233;1;Branca;Brasil;Masculino;22
234;1;Parda;Brasil;Feminino;25
235;1;Branca;Brasil;Masculino;56
236;1;Branca;Brasil;Masculino;28
237;1;Parda;Brasil;Masculino;26
238;1;Preta;Brasil;Feminino;22
239;1;Branca;Brasil;Masculino;23
240;1;Parda;Brasil;Masculino;52
241;1;Amarela;Brasil;Masculino;49
242;1;Parda;Brasil;Masculino;25
243;1;Preta;Brasil;Feminino;41
244;1;Parda;Brasil;Masculino;46
245;1;Preta;Brasil;Masculino;47
246;1;Parda;Brasil;Masculino;44
247;1;Branca;Brasil;Masculino;51
248;1;Parda;Brasil;Masculino;39
249;1;Parda;Brasil;Feminino;30
250;1;Parda;Brasil;Masculino;25
251;1;Parda;Brasil;Feminino;25
252;1;Parda;Brasil;Masculino;37
253;1;Preta;Brasil;Masculino;26
254;1;Branca;Brasil;Feminino;36
255;1;Branca;Brasil;Masculino;40
256;1;Preta;Brasil;Feminino;31
257;1;Branca;Brasil;Masculino;57
258;1;Preta;Brasil;Masculino;39
259;1;Parda;Brasil;Feminino;37
260;1;Branca;Brasil;Masculino;35
261;1;Branca;Brasil;Masculino;52
262;1;Branca;Brasil;Feminino;29
263;1;Parda;Brasil;Masculino;32
264;1;Branca;Brasil;Feminino;29
265;1;Branca;Brasil;Masculino;39
266;1;Preta;Brasil;Masculino;29
267;1;Preta;Brasil;Masculino;45
268;1;Preta;Brasil;Masculino;38
269;1;Parda;Brasil;Masculino;27
270;1;Parda;Brasil;Masculino;36
271;1;Parda;Brasil;Feminino;44
272;1;Amarela;Brasil;Feminino;24
273;1;Preta;Brasil;Masculino;41
274;1;Parda;Brasil;Feminino;30
275;1;Preta;Brasil;Feminino;39
276;1;Parda;Brasil;Feminino;31
277;1;Parda;Brasil;Feminino;30
278;1;Branca;Brasil;Masculino;33
279;1;Branca;Brasil;Masculino;35
280;1;Parda;Brasil;Masculino;72
281;1;Parda;Brasil;Feminino;27
282;1;Branca;Brasil;Feminino;35
283;1;Branca;Brasil;Feminino;46
284;1;Branca;Brasil;Feminino;27
285;1;Parda;Brasil;Feminino;28
286;1;Parda;Brasil;Feminino;25
287;1;Parda;Brasil;Feminino;38
288;1;Parda;Brasil;Masculino;24
289;1;Parda;Brasil;Feminino;28
290;1;Branca;Brasil;Masculino;28
291;1;Branca;Brasil;Masculino;27
292;1;Branca;Brasil;Feminino;35
293;1;Parda;Brasil;Feminino;23
294;1;Parda;Brasil;Masculino;56
295;1;Parda;Brasil;Feminino;37
296;1;Branca;Brasil;Masculino;23
297;1;Parda;Brasil;Feminino;32
298;1;Branca;Brasil;Feminino;39
299;1;Preta;Brasil;Feminino;39
300;1;Parda;Brasil;Masculino;34
301;1;Parda;Brasil;Masculino;39
302;1;Parda;Brasil;Feminino;22
303;1;Parda;Brasil;Feminino;21
304;1;Parda;Brasil;Feminino;24
305;1;Parda;Brasil;Masculino;34
306;1;Preta;Brasil;Feminino;23
307;1;Branca;Brasil;Feminino;53
308;1;Parda;Brasil;Feminino;33
309;1;Amarela;Brasil;Feminino;27
310;1;Parda;Brasil;Masculino;34
311;1;Parda;Brasil;Feminino;30
312;1;Branca;Brasil;Masculino;25
313;1;Preta;Brasil;Masculino;24
314;1;Parda;Brasil;Feminino;29
315;1;Parda;Brasil;Masculino;44
316;1;Branca;Brasil;Feminino;23
317;1;Branca;Brasil;Feminino;34
318;1;Branca;Brasil;Masculino;25
319;1;Amarela;Brasil;Feminino;21
320;1;Branca;Brasil;Feminino;35
321;1;Preta;Brasil;Masculino;46
322;1;Preta;Brasil;Masculino;51
323;1;Preta;Brasil;Masculino;26
324;1;Parda;Brasil;Masculino;45
325;1;Preta;Brasil;Masculino;23
326;1;Branca;Brasil;Masculino;24
327;1;Branca;Brasil;Feminino;47
328;1;Preta;Brasil;Feminino;23
329;1;Parda;Brasil;Feminino;38
330;1;Parda;Brasil;Masculino;36
331;1;Parda;Brasil;Feminino;31
332;1;Parda;Brasil;Masculino;24
333;1;Parda;Brasil;Feminino;22
334;2;Branca;Brasil;Masculino;38
335;2;Parda;Brasil;Masculino;41
336;2;Branca;Brasil;Masculino;21
337;2;Parda;Brasil;Feminino;20
338;2;Branca;Brasil;Masculino;28
339;2;Parda;Brasil;Feminino;27
340;2;Aluno não quis declarar cor/raça;Brasil;Masculino;21
341;2;Parda;Brasil;Masculino;25
342;2;Preta;Brasil;Masculino;23
343;2;Parda;Brasil;Masculino;26
344;2;Parda;Brasil;Feminino;23
345;2;Parda;Brasil;Masculino;22
346;2;Parda;Brasil;Feminino;28
347;2;Parda;Brasil;Feminino;20
348;2;Parda;Brasil;Masculino;52
349;2;Parda;Brasil;Masculino;27
350;2;Parda;Brasil;Feminino;40
351;2;Branca;Brasil;Feminino;53
352;2;Branca;Brasil;Feminino;22
353;2;Branca;Brasil;Feminino;28
354;2;Preta;Brasil;Masculino;47
355;2;Parda;Brasil;Feminino;24
356;2;Preta;Brasil;Masculino;21
357;2;Branca;Brasil;Masculino;30
358;2;Branca;Brasil;Feminino;24
359;2;Parda;Brasil;Feminino;51
360;2;Parda;Brasil;Feminino;43
361;2;Aluno não quis declarar cor/raça;Brasil;Masculino;29
362;2;Parda;Brasil;Feminino;46
363;2;Parda;Brasil;Feminino;23
364;2;Parda;Brasil;Masculino;50
365;2;Parda;Brasil;Feminino;22
366;2;Aluno não quis declarar cor/raça;Brasil;Feminino;20
367;2;Branca;Brasil;Masculino;23
368;2;Preta;Brasil;Feminino;24
369;2;Parda;Brasil;Masculino;29
370;2;Não dispõe da informação;Brasil;Feminino;41
371;2;Parda;Brasil;Feminino;26
372;2;Preta;Brasil;Feminino;26
373;2;Parda;Brasil;Feminino;23
374;2;Branca;Brasil;Feminino;22
375;2;Branca;Brasil;Feminino;22
376;2;Parda;Brasil;Feminino;21
377;2;Parda;Brasil;Feminino;30
378;2;Branca;Brasil;Masculino;25
379;2;Parda;Brasil;Feminino;23
380;2;Aluno não quis declarar cor/raça;Brasil;Masculino;32
381;2;Parda;Brasil;Masculino;24
382;2;Branca;Brasil;Feminino;46
383;2;Aluno não quis declarar cor/raça;Brasil;Masculino;22
384;2;Branca;Brasil;Feminino;24
385;2;Parda;Brasil;Feminino;36
386;2;Parda;Brasil;Masculino;23
387;2;Branca;Brasil;Masculino;23
388;2;Parda;Brasil;Masculino;29
389;2;Parda;Brasil;Masculino;29
390;2;Parda;Brasil;Masculino;55
391;2;Branca;Brasil;Masculino;21
392;2;Branca;Brasil;Masculino;25
393;2;Branca;Brasil;Masculino;35
394;2;Parda;Brasil;Masculino;31
395;2;Parda;Brasil;Masculino;27
396;2;Aluno não quis declarar cor/raça;Brasil;Masculino;41
397;2;Aluno não quis declarar cor/raça;Brasil;Feminino;22
398;2;Parda;Brasil;Masculino;25
399;2;Branca;Brasil;Masculino;22
400;2;Branca;Brasil;Masculino;21
401;2;Parda;Brasil;Masculino;20
402;2;Parda;Brasil;Feminino;47
403;2;Branca;Brasil;Masculino;25
404;2;Parda;Brasil;Feminino;32
405;2;Parda;Brasil;Feminino;38
406;2;Aluno não quis declarar cor/raça;Brasil;Masculino;22
407;2;Aluno não quis declarar cor/raça;Brasil;Masculino;23
408;2;Branca;Brasil;Feminino;34
409;2;Branca;Brasil;Feminino;25
410;2;Branca;Brasil;Masculino;24
411;2;Parda;Brasil;Masculino;24
412;2;Branca;Brasil;Masculino;55
413;2;Parda;Brasil;Feminino;32
414;2;Parda;Brasil;Feminino;23
415;2;Parda;Brasil;Masculino;77
416;2;Branca;Brasil;Feminino;28
417;2;Parda;Brasil;Feminino;25
418;2;Branca;Brasil;Feminino;20
419;2;Parda;Brasil;Masculino;39
420;2;Parda;Brasil;Feminino;25
421;2;Parda;Brasil;Feminino;52
422;2;Parda;Brasil;Masculino;23
423;2;Parda;Brasil;Masculino;23
424;2;Aluno não quis declarar cor/raça;Brasil;Feminino;22
425;2;Parda;Brasil;Masculino;23
426;2;Parda;Brasil;Masculino;27
427;2;Parda;Brasil;Masculino;23
428;2;Branca;Brasil;Masculino;30
429;2;Aluno não quis declarar cor/raça;Brasil;Feminino;22
430;2;Aluno não quis declarar cor/raça;Brasil;Masculino;25
431;2;Branca;Brasil;Masculino;52
432;2;Parda;Brasil;Masculino;21
433;2;Parda;Brasil;Feminino;22
434;2;Preta;Senegal;Feminino;32
435;2;Preta;Brasil;Feminino;23
436;2;Parda;Brasil;Feminino;31
437;2;Parda;Brasil;Masculino;33
438;2;Aluno não quis declarar cor/raça;Brasil;Masculino;24
439;2;Aluno não quis declarar cor/raça;Brasil;Masculino;24
440;2;Parda;Brasil;Feminino;54
441;2;Preta;Brasil;Masculino;22
442;2;Preta;Brasil;Feminino;59
443;2;Parda;Brasil;Feminino;42
444;2;Parda;Brasil;Feminino;30
445;2;Branca;Brasil;Masculino;22
446;2;Parda;Brasil;Masculino;37
447;2;Branca;Brasil;Masculino;22
448;2;Branca;Brasil;Masculino;20
449;2;Branca;Brasil;Feminino;53
450;2;Aluno não quis declarar cor/raça;Brasil;Feminino;59
451;2;Branca;Brasil;Masculino;21
452;2;Parda;Brasil;Masculino;29
453;2;Parda;Brasil;Masculino;24
454;2;Preta;Brasil;Masculino;27
455;2;Branca;Brasil;Masculino;22
456;2;Parda;Brasil;Masculino;41
457;2;Parda;Brasil;Masculino;54
458;2;Parda;Brasil;Masculino;51
459;2;Branca;Brasil;Masculino;32
460;2;Branca;Brasil;Feminino;23
461;2;Branca;Brasil;Feminino;22
462;2;Branca;Brasil;Feminino;26
463;2;Aluno não quis declarar cor/raça;Brasil;Masculino;23
464;2;Branca;Brasil;Masculino;53
465;2;Parda;Brasil;Feminino;31
466;2;Parda;Brasil;Masculino;27
467;2;Branca;Brasil;Masculino;25
468;2;Parda;Brasil;Masculino;24
469;2;Branca;Brasil;Masculino;24
470;2;Parda;Brasil;Feminino;25
471;2;Parda;Brasil;Feminino;24
472;2;Parda;Brasil;Masculino;29
473;2;Aluno não quis declarar cor/raça;Brasil;Masculino;41
474;2;Parda;Brasil;Feminino;21
475;2;Branca;Brasil;Masculino;44
476;2;Branca;Brasil;Masculino;51
477;2;Branca;Brasil;Masculino;28
478;2;Parda;Brasil;Masculino;28
479;2;Branca;Brasil;Feminino;23
480;2;Branca;Brasil;Feminino;25
481;2;Parda;Brasil;Masculino;22
482;2;Aluno não quis declarar cor/raça;Brasil;Masculino;21
483;2;Branca;Brasil;Feminino;26
484;2;Branca;Brasil;Feminino;20
485;2;Branca;Brasil;Masculino;25
486;2;Branca;Brasil;Masculino;22
487;2;Aluno não quis declarar cor/raça;Brasil;Feminino;22
488;2;Branca;Brasil;Feminino;37
489;2;Parda;Brasil;Feminino;34
490;2;Aluno não quis declarar cor/raça;Brasil;Feminino;35
491;2;Branca;Brasil;Feminino;29
492;2;Parda;Brasil;Feminino;31
493;2;Branca;Brasil;Feminino;29
494;2;Branca;Brasil;Feminino;26
495;2;Branca;Brasil;Feminino;25
496;2;Branca;Brasil;Masculino;24
497;2;Parda;Brasil;Masculino;28
498;2;Aluno não quis declarar cor/raça;Brasil;Masculino;33
499;2;Preta;Brasil;Masculino;42
500;2;Aluno não quis declarar cor/raça;Brasil;Feminino;25
501;2;Branca;Brasil;Masculino;27
502;2;Branca;Brasil;Feminino;41
503;2;Parda;Brasil;Feminino;26
504;2;Parda;Brasil;Feminino;28
505;2;Parda;Brasil;Feminino;27
506;2;Parda;Brasil;Masculino;25
507;2;Aluno não quis declarar cor/raça;Brasil;Masculino;27
508;2;Aluno não quis declarar cor/raça;Brasil;Feminino;28
509;2;Parda;Brasil;Masculino;25
510;2;Preta;Brasil;Feminino;22
511;2;Parda;Brasil;Masculino;31
512;2;Parda;Brasil;Feminino;35
513;2;Aluno não quis declarar cor/raça;Brasil;Feminino;26
514;2;Branca;Brasil;Feminino;22
515;2;Parda;Brasil;Masculino;23
516;2;Parda;Brasil;Feminino;31
517;2;Parda;Brasil;Masculino;32
518;2;Branca;Brasil;Masculino;22
519;2;Branca;Brasil;Masculino;22
520;2;Parda;Brasil;Masculino;23
521;2;Branca;Brasil;Masculino;22
522;2;Branca;Brasil;Masculino;20
523;2;Branca;Brasil;Masculino;21
524;2;Branca;Brasil;Masculino;20
525;2;Preta;Brasil;Masculino;24
526;2;Parda;Brasil;Masculino;77
527;2;Parda;Brasil;Masculino;23
528;2;Parda;Brasil;Feminino;23
529;3;Parda;Brasil;Masculino;32
530;3;Branca;Brasil;Masculino;29
531;3;Parda;Brasil;Masculino;28
532;3;Preta;Brasil;Feminino;28
533;3;Parda;Brasil;Feminino;26
534;3;Preta;Brasil;Feminino;25
535;3;Parda;Brasil;Masculino;27
536;3;Branca;Brasil;Feminino;21
537;3;Parda;Brasil;Masculino;27
538;3;Parda;Brasil;Feminino;21
539;3;Parda;Brasil;Masculino;24
540;3;Preta;Brasil;Masculino;30
541;3;Branca;Brasil;Masculino;25
542;3;Parda;Brasil;Masculino;22
543;3;Branca;Brasil;Feminino;20
544;3;Branca;Brasil;Masculino;33
545;3;Parda;Brasil;Masculino;56
546;3;Parda;Brasil;Feminino;41
547;3;Preta;Brasil;Masculino;22
548;3;Parda;Brasil;Masculino;48
549;3;Parda;Brasil;Masculino;29
550;3;Parda;Brasil;Feminino;38
551;3;Parda;Brasil;Masculino;29
552;3;Branca;Brasil;Feminino;25
553;3;Parda;Brasil;Masculino;25
554;3;Parda;Brasil;Feminino;21
555;3;Parda;Brasil;Masculino;46
556;3;Parda;Brasil;Masculino;29
557;3;Preta;Brasil;Feminino;28
558;3;Parda;Brasil;Masculino;29
559;3;Parda;Brasil;Masculino;50
560;3;Parda;Brasil;Masculino;27
561;3;Parda;Brasil;Feminino;27
562;3;Branca;Brasil;Masculino;50
563;3;Branca;Brasil;Feminino;26
564;3;Parda;Brasil;Feminino;24
565;3;Branca;Brasil;Feminino;25
566;3;Parda;Brasil;Feminino;24
567;3;Parda;Brasil;Masculino;23
568;3;Preta;Brasil;Feminino;37
569;3;Branca;Brasil;Feminino;27
570;3;Branca;Brasil;Feminino;24
571;3;Preta;Brasil;Feminino;24
572;3;Parda;Brasil;Masculino;27
573;3;Parda;Brasil;Feminino;24
574;3;Parda;Brasil;Masculino;23
575;3;Parda;Brasil;Feminino;20
576;3;Branca;Brasil;Masculino;22
577;3;Preta;Brasil;Feminino;20
578;3;Parda;Brasil;Masculino;41
579;3;Branca;Brasil;Masculino;31
580;3;Parda;Brasil;Feminino;32
581;3;Branca;Brasil;Feminino;34
582;3;Parda;Brasil;Masculino;66
583;3;Parda;Brasil;Feminino;25
584;3;Parda;Brasil;Masculino;29
585;3;Parda;Brasil;Masculino;25
586;3;Parda;Brasil;Masculino;42
587;3;Amarela;Brasil;Feminino;26
588;3;Parda;Brasil;Feminino;41
589;3;Preta;Brasil;Masculino;23
590;3;Parda;Brasil;Feminino;35
591;3;Parda;Brasil;Feminino;22
592;3;Parda;Brasil;Feminino;29
593;3;Parda;Brasil;Feminino;26
594;3;Parda;Brasil;Masculino;44
595;3;Parda;Brasil;Feminino;36
596;3;Parda;Brasil;Masculino;36
597;3;Branca;Brasil;Masculino;47
598;3;Parda;Brasil;Feminino;36
599;3;Parda;Brasil;Feminino;49
600;3;Parda;Brasil;Feminino;30
601;3;Branca;Brasil;Masculino;30
602;3;Preta;Brasil;Masculino;43
603;3;Preta;Brasil;Masculino;26
604;3;Parda;Brasil;Masculino;56
605;3;Branca;Brasil;Masculino;25
606;3;Amarela;Brasil;Masculino;28
607;3;Parda;Brasil;Masculino;26
608;3;Preta;Brasil;Masculino;39
609;3;Parda;Brasil;Masculino;41
610;3;Parda;Brasil;Feminino;22
611;3;Preta;Brasil;Masculino;23
612;3;Parda;Brasil;Feminino;21
613;3;Branca;Brasil;Masculino;22
614;3;Branca;Brasil;Feminino;22
615;3;Parda;Brasil;Feminino;21
616;3;Branca;Brasil;Masculino;19
617;3;Parda;Brasil;Feminino;21
618;3;Preta;Brasil;Masculino;40
619;3;Branca;Brasil;Masculino;39
620;3;Parda;Brasil;Masculino;48
621;3;Preta;Brasil;Feminino;45
622;3;Parda;Brasil;Masculino;66
623;3;Parda;Brasil;Masculino;44
624;3;Branca;Brasil;Masculino;26
625;3;Branca;Brasil;Masculino;25
626;3;Parda;Brasil;Masculino;24
627;3;Parda;Brasil;Masculino;53
628;3;Parda;Brasil;Masculino;60
629;3;Preta;Brasil;Feminino;22
630;3;Parda;Brasil;Masculino;23
631;3;Preta;Brasil;Feminino;21
632;3;Branca;Brasil;Feminino;33
633;3;Branca;Brasil;Feminino;51
634;3;Parda;Brasil;Feminino;27
635;3;Parda;Brasil;Feminino;34
636;3;Parda;Brasil;Feminino;28
637;3;Parda;Brasil;Feminino;31
638;3;Parda;Brasil;Feminino;36
639;3;Preta;Brasil;Feminino;22
640;3;Parda;Brasil;Feminino;20
641;3;Parda;Brasil;Feminino;20
642;3;Parda;Brasil;Masculino;37
643;3;Branca;Brasil;Masculino;26
644;3;Branca;Brasil;Masculino;24
645;3;Parda;Brasil;Masculino;26
646;3;Branca;Brasil;Masculino;23
647;3;Parda;Brasil;Feminino;22
648;3;Parda;Brasil;Masculino;22
649;3;Preta;Brasil;Feminino;49
650;3;Parda;Brasil;Feminino;28
651;3;Parda;Brasil;Feminino;22
652;3;Parda;Brasil;Feminino;38
653;3;Branca;Brasil;Feminino;62
654;3;Parda;Brasil;Masculino;26
655;3;Preta;Brasil;Masculino;31
656;3;Branca;Brasil;Feminino;25
657;3;Preta;Brasil;Masculino;23
658;3;Preta;Brasil;Masculino;24
659;3;Parda;Brasil;Masculino;27
660;3;Branca;Brasil;Masculino;32
661;3;Parda;Brasil;Feminino;21
662;3;Parda;Brasil;Feminino;29
663;3;Parda;Brasil;Feminino;43
664;3;Parda;Brasil;Feminino;28
665;3;Parda;Brasil;Masculino;42
666;3;Preta;Brasil;Feminino;26
667;3;Parda;Brasil;Feminino;37
668;3;Parda;Brasil;Masculino;30
669;3;Parda;Brasil;Masculino;47
670;3;Parda;Brasil;Masculino;39
671;3;Preta;Brasil;Masculino;42
672;3;Parda;Brasil;Feminino;51
673;3;Parda;Brasil;Masculino;43
674;3;Parda;Brasil;Masculino;33
675;3;Preta;Brasil;Masculino;21
676;3;Parda;Brasil;Masculino;23
677;3;Branca;Brasil;Feminino;23
678;3;Parda;Brasil;Masculino;29
679;3;Parda;Brasil;Masculino;39
680;3;Parda;Brasil;Feminino;27
681;3;Parda;Brasil;Masculino;23
682;3;Parda;Brasil;Feminino;24
