id_aluno,codigo_curso
848,112094
849,112094
850,112096
851,112096
852,112098
853,112098
854,112098
855,112100
856,112100
857,112102
858,112102
859,112104
860,112106
861,112106
862,112108
863,112118
864,112118
865,112118
866,112118
867,112118
868,112126
869,112126
870,112290
871,112290
872,116832
873,122630
874,122632
875,122636
876,122636
877,122640
878,122640
879,1103469
880,1106983
881,1106984
882,1106984
883,1110779
884,1110779
885,1110779
886,1128322
887,1158678
888,1167036
889,1167330
890,1167330
891,1167330
892,1171749
893,1183006
894,1183006
895,1183006
896,1183006
897,1270121
898,1270121
899,1270121
900,1270121
901,1270121
902,1270121
903,1270121
904,1270121
905,1270121
906,1270121
907,1270121
908,1270121
909,1270121
910,1270121
911,5001406
912,484
913,484
914,484
915,484
916,484
917,484
918,484
919,484
920,484
921,484
922,484
923,484
924,484
925,485
926,485
927,486
928,486
929,486
930,486
931,487
932,487
933,487
934,487
935,487
936,488
937,488
938,488
939,488
940,488
941,488
942,490
943,491
944,491
945,491
946,491
947,491
948,491
949,491
950,491
951,491
952,491
953,491
954,491
955,491
956,492
957,494
958,494
959,495
960,495
961,497
962,497
963,497
964,497
965,498
966,499
967,499
968,499
969,499
970,499
971,499
972,499
973,500
974,500
975,501
976,501
977,501
978,504
979,504
980,508
981,508
982,508
983,512
984,512
985,512
986,512
987,512
988,512
989,513
990,513
991,513
992,513
993,513
994,513
995,516
996,516
997,517
998,517
999,517
1000,517
1001,517
1002,518
1003,518
1004,525
1005,18373
1006,18373
1007,18373
1008,18373
1009,18373
1010,18373
1011,18373
1012,18373
1013,18373
1014,18373
1015,22128
1016,22128
1017,22129
1018,22129
1019,22129
1020,32832
1021,32832
1022,33221
1023,56030
1024,73192
1025,73192
1026,73192
1027,73192
1028,73192
1029,73192
1030,73192
1031,73192
1032,73192
1033,73192
1034,73192
1035,73192
1036,73192
1037,73192
1038,94086
1039,99714
1040,99714
1041,99714
1042,99714
1043,99714
1044,99718
1045,99728
1046,99728
1047,99728
1048,99738
1049,99738
1050,99860
1051,99860
1052,99860
1053,99864
1054,99864
1055,99864
1056,99864
1057,99864
1058,99864
1059,99870
1060,99870
1061,99870
1062,99916
1063,99916
1064,99921
1065,99921
1066,102530
1067,102564
1068,102564
1069,102564
1070,102566
1071,102576
1072,102580
1073,102580
1074,102588
1075,102590
1076,102675
1077,102675
1078,102675
1079,104018
1080,104018
1081,104018
1082,104018
1083,104156
1084,104156
1085,104726
1086,104726
1087,104726
1088,104726
1089,108006
1090,108006
1091,108006
1092,108006
1093,108006
1094,108660
1095,108660
1096,108660
1097,108660
1098,108660
1099,109356
1100,109356
1101,109356
1102,109394
1103,109394
1104,109394
1105,109394
1106,109394
1107,112454
1108,112454
1109,116404
1110,116404
1111,116404
1112,116404
1113,116404
1114,116406
1115,116406
1116,116408
1117,116408
1118,116408
1119,116408
1120,116410
1121,116410
1122,116410
1123,116410
1124,116410
1125,116410
1126,116410
1127,116632
1128,116632
1129,116632
1130,116632
1131,116632
1132,116632
1133,116632
1134,116638
1135,116638
1136,116638
1137,116640
1138,116640
1139,116640
1140,116640
1141,116640
1142,116640
1143,116642
1144,116642
1145,116642
1146,116642
1147,123498
1148,123498
1149,300518
1150,300518
1151,300520
1152,300520
1153,300520
1154,300520
1155,300520
1156,300520
1157,300520
1158,1105124
1159,1105124
1160,1105124
1161,1105133
1162,1105789
1163,1105789
1164,1105815
1165,1105828
1166,1154629
1167,1154629
1168,1154629
1169,1178392
1170,1186923
1171,1186923
1172,1186923
1173,1186923
1174,1186923
1175,1188908
1176,1188908
1177,1188908
1178,1202553
1179,1202553
1180,1202553
1181,1202553
1182,1202553
1183,1202553
1184,1270463
1185,1270583
1186,1270583
1187,1270583
1188,1270583
1189,1270583
1190,1270583
1191,1270583
1192,1270583
1193,1270583
1194,1270583
1195,1270583
1196,1270583
1197,1270583
1198,1270583
1199,1270583
1200,1270584
1201,1270592
1202,1305546
1203,1305546
1204,1305546
1205,1305546
1206,1305552
1207,1305552
1208,1305552
1209,1342610
1210,1342610
1211,587
1212,587
1213,587
1214,589
1215,589
1216,590
1217,590
1218,590
1219,591
1220,592
1221,592
1222,592
1223,593
1224,594
1225,594
1226,596
1227,596
1228,596
1229,596
1230,596
1231,596
1232,596
1233,18876
1234,18876
1235,21157
1236,21158
1237,21160
1238,21160
1239,41612
1240,41622
1241,41626
1242,41626
1243,41626
1244,41626
1245,41626
1246,61560
1247,61560
1248,80779
1249,80779
1250,103596
1251,103596
1252,103596
1253,103596
1254,103596
1255,103596
1256,103596
1257,103596
1258,103596
1259,103596
1260,103596
1261,111502
1262,111504
1263,111504
1264,111504
1265,111504
1266,111504
1267,111506
1268,112594
1269,112594
1270,112594
1271,112594
1272,112594
1273,112596
1274,112598
1275,112598
1276,112598
1277,112598
1278,112598
1279,112598
1280,112598
1281,112598
1282,112598
1283,112598
1284,112600
1285,112604
1286,112604
1287,112606
1288,112606
1289,112606
1290,112606
1291,112606
1292,121650
1293,121669
1294,121669
1295,121679
1296,121679
1297,121679
1298,121679
1299,121681
1300,121681
1301,121681
1302,300592
1303,300595
1304,318876
1305,318876
1306,1083188
1307,1168454
1308,1177731
1309,1404130
1310,615
1311,621
1312,622
1313,626
1314,627
1315,627
1316,627
1317,631
1318,632
1319,29672
1320,87564
1321,87564
1322,87564
1323,90091
1324,96407
1325,99189
1326,109478
1327,112676
1328,115076
1329,115098
1330,115108
1331,115558
1332,1270505
1333,1305952
1334,683
1335,684
1336,684
1337,685
1338,685
1339,685
1340,689
1341,689
1342,691
1343,692
1344,694
1345,695
1346,695
1347,697
1348,697
1349,697
1350,698
1351,701
1352,704
1353,705
1354,21586
1355,39274
1356,43916
1357,43916
1358,43916
1359,55452
1360,109826
1361,109828
1362,120830
1363,300687
1364,300687
1365,300694
1366,300696
1367,1068548
1368,1068548
1369,1190583
1370,1285225
1371,1285225
1372,5000598
1373,5000598
1374,5000603
1375,5000606
1376,750
1377,750
1378,751
1379,751
1380,751
1381,755
1382,755
1383,758
1384,761
1385,762
1386,762
1387,762
1388,764
1389,764
1390,764
1391,765
1392,766
1393,767
1394,767
1395,770
1396,770
1397,771
1398,772
1399,773
1400,775
1401,775
1402,778
1403,779
1404,779
1405,779
1406,781
1407,19380
1408,19380
1409,19380
1410,19380
1411,40983
1412,42539
1413,42539
1414,42539
1415,42566
1416,92157
1417,92157
1418,103380
1419,103380
1420,103393
1421,103397
1422,5001313
1423,849
1424,850
1425,850
1426,850
1427,855
1428,855
1429,855
1430,857
1431,857
1432,857
1433,857
1434,857
1435,857
1436,857
1437,857
1438,857
1439,857
1440,857
1441,857
1442,857
1443,857
1444,859
1445,860
1446,861
1447,861
1448,863
1449,863
1450,863
1451,863
1452,863
1453,863
1454,863
1455,863
1456,864
1457,864
1458,864
1459,864
1460,864
1461,864
1462,864
1463,864
1464,864
1465,865
1466,865
1467,865
1468,865
1469,865
1470,866
1471,866
1472,866
1473,866
1474,866
1475,866
1476,866
1477,866
1478,868
1479,868
1480,868
1481,868
1482,868
1483,868
1484,868
1485,868
1486,869
1487,869
1488,869
1489,870
1490,870
1491,872
1492,872
1493,872
1494,872
1495,884
1496,884
1497,884
1498,884
1499,885
1500,885
1501,18686
1502,18686
1503,18686
1504,21596
1505,21596
1506,21596
1507,21596
1508,21596
1509,21597
1510,24980
1511,24980
1512,27102
1513,27102
1514,28951
1515,38409
1516,38413
1517,50022
1518,50022
1519,50077
1520,50077
1521,50077
1522,50077
1523,50077
1524,50077
1525,50077
1526,57944
1527,57944
1528,57944
1529,57944
1530,61337
1531,61337
1532,61337
1533,61337
1534,61337
1535,61337
1536,61337
1537,109764
1538,109776
1539,109776
1540,109776
1541,109776
1542,109780
1543,109790
1544,1114874
1545,1114874
1546,1114874
1547,1114891
1548,1114891
1549,1114891
1550,1114891
1551,1264805
1552,1264879
1553,1264881
1554,1264881
1555,1264881
1556,1268238
1557,1268238
1558,1268238
1559,1268240
1560,1268241
1561,1268241
1562,1268241
1563,1268241
1564,1419969
1565,1419969
1566,1419969
1567,1428435
1568,1428437
1569,1445588
1570,1453015
1571,955
1572,963
1573,964
1574,1026
1575,1026
1576,1026
1577,1026
1578,1026
1579,1026
1580,1026
1581,1026
1582,1026
1583,1026
1584,1026
1585,1026
1586,1026
1587,1026
1588,1026
1589,1026
1590,1026
1591,1026
1592,1026
1593,1027
1594,1027
1595,1027
1596,1028
1597,1028
1598,1028
1599,1028
1600,1028
1601,1028
1602,1028
1603,1028
1604,1028
1605,1028
1606,1029
1607,1033
1608,1034
1609,1035
1610,1036
1611,1036
1612,1038
1613,1038
1614,1038
1615,1039
1616,1040
1617,1040
1618,1041
1619,1041
1620,1041
1621,1041
1622,1041
1623,1041
1624,1041
1625,1042
1626,1042
1627,1043
1628,1043
1629,1043
1630,1045
1631,1046
1632,1046
1633,1051
1634,1051
1635,1052
1636,1052
1637,1052
1638,20942
1639,20942
1640,20942
1641,20942
1642,20942
1643,20942
1644,20942
1645,20942
1646,20942
1647,20942
1648,20942
1649,20942
1650,20942
1651,20944
1652,20944
1653,20944
1654,21855
1655,21856
1656,21856
1657,74364
1658,74364
1659,74364
1660,74366
1661,99501
1662,99501
1663,99665
1664,99665
1665,99665
1666,99665
1667,99665
1668,99665
1669,108086
1670,111450
1671,111450
1672,111450
1673,111450
1674,111450
1675,111450
1676,112624
1677,112624
1678,112626
1679,112628
1680,115992
1681,116034
1682,116034
1683,116066
1684,1103532
1685,1103532
1686,1103535
1687,1103537
1688,1103539
1689,1270334
1690,1270338
1691,1270369
1692,1458141
1693,1458141
1694,1101
1695,1101
1696,1103
1697,1103
1698,1103
1699,1110
1700,1124
1701,22642
1702,22642
1703,22642
1704,22642
1705,29733
1706,31041
1707,31041
1708,31041
1709,32252
1710,34653
1711,34653
1712,40943
1713,45735
1714,66129
1715,66131
1716,72777
1717,75926
1718,75926
1719,98308
1720,112356
1721,1105328
1722,1116798
1723,1120574
1724,1133075
1725,1172253
1726,1187279
1727,1284117
1728,1425230
1729,1425230
1730,1465670
1731,1225
1732,1225
1733,1225
1734,1227
1735,1230
1736,1230
1737,1230
1738,1230
1739,1230
1740,1230
1741,1230
1742,1230
1743,1230
1744,1230
1745,1230
1746,1230
1747,1230
1748,1230
1749,1232
1750,1233
1751,1237
1752,1237
1753,1237
1754,1237
1755,1237
1756,1237
1757,1237
1758,1237
1759,1253
1760,1253
1761,1253
1762,1253
1763,1261
1764,26073
1765,26073
1766,27498
1767,27498
1768,27498
1769,29595
1770,29595
1771,29595
1772,31419
1773,31419
1774,31419
1775,32842
1776,32842
1777,33262
1778,33262
1779,38429
1780,38429
1781,38431
1782,40103
1783,40103
1784,40700
1785,40700
1786,40717
1787,40717
1788,57702
1789,57702
1790,57728
1791,57728
1792,64822
1793,72462
1794,80670
1795,80675
1796,80675
1797,90237
1798,90237
1799,96103
1800,96103
1801,96103
1802,96103
1803,96105
1804,96105
1805,96105
1806,98393
1807,102861
1808,106617
1809,106617
1810,106617
1811,106617
1812,106617
1813,106617
1814,106617
1815,112239
1816,112239
1817,112239
1818,112239
1819,116202
1820,116202
1821,1114767
1822,1114857
1823,1114863
1824,1115208
1825,1115208
1826,1115208
1827,1115224
1828,1115224
1829,1115224
1830,1115224
1831,1116231
1832,1116731
1833,1116731
1834,1116731
1835,1116735
1836,1116735
1837,1116735
1838,1121183
1839,1121183
1840,1121184
1841,1121293
1842,1121293
1843,1121421
1844,1121421
1845,1121421
1846,1121421
1847,1121421
1848,1121529
1849,1121529
1850,1121529
1851,1121529
1852,1121615
1853,1121615
1854,1149146
1855,1149177
1856,1158926
1857,1170874
1858,1178926
1859,1178929
1860,1178929
1861,1178939
1862,1189846
1863,1189853
1864,1265420
1865,1266999
1866,1266999
1867,1332180
1868,1332181
1869,1332185
1870,1349098
1871,1349450
1872,1349450
1873,1349451
1874,1397773
1875,1408512
1876,1438642
1877,1438646
1878,5000201
1879,5000201
1880,5000722
1881,1315
1882,1315
1883,1315
1884,1315
1885,1322
1886,1325
1887,1327
1888,150246
1889,1071817
1890,1189071
1891,1192472
1892,1431
1893,1431
1894,1433
1895,1433
1896,1433
1897,1435
1898,1435
1899,1435
1900,1435
1901,1435
1902,1435
1903,1436
1904,1436
1905,1436
1906,1436
1907,1436
1908,1436
1909,1436
1910,1436
1911,1436
1912,1436
1913,1436
1914,1436
1915,1436
1916,1436
1917,1436
1918,1436
1919,1438
1920,1439
1921,1439
1922,1439
1923,1439
1924,1439
1925,1439
1926,1439
1927,1439
1928,1439
1929,1439
1930,1439
1931,1439
1932,1439
1933,1439
1934,1439
1935,1439
1936,1439
1937,1440
1938,1440
1939,1440
1940,1440
1941,1441
1942,1441
1943,1441
1944,1441
1945,1443
1946,1443
1947,1448
1948,1448
1949,1448
1950,1448
1951,1448
1952,1449
1953,1449
1954,1449
1955,1449
1956,1450
1957,1450
1958,1450
1959,1450
1960,1450
1961,1450
1962,1452
1963,1452
1964,1452
1965,18374
1966,22947
1967,32844
1968,68123
1969,68123
1970,68123
1971,68123
1972,71863
1973,79997
1974,98992
1975,102935
1976,102935
1977,103014
1978,103014
1979,103016
1980,103016
1981,103018
1982,103020
1983,103027
1984,103029
1985,115726
1986,115726
1987,115726
1988,115726
1989,115726
1990,115728
1991,115728
1992,115728
1993,115728
1994,115728
1995,115794
1996,115794
1997,115800
1998,115800
1999,115800
2000,115800
2001,115802
2002,115870
2003,115870
2004,115870
2005,115870
2006,115870
2007,115870
2008,115870
2009,115870
2010,115870
2011,115872
2012,115872
2013,120893
2014,120893
2015,120893
2016,301438
2017,301438
2018,1107367
2019,1107367
2020,1109224
2021,1114028
2022,1114400
2023,1114401
2024,1114402
2025,1137715
2026,1137716
2027,1137717
2028,1137718
2029,1137878
2030,1137878
2031,1137878
2032,1137878
2033,1137878
2034,1137878
2035,1139589
2036,1139589
2037,1139590
2038,1187249
2039,1188370
2040,1264973
2041,1264973
2042,1264973
2043,1264973
2044,1264973
2045,1264973
2046,1276594
2047,1404232
2048,5000699
2049,5000703
2050,5000703
2051,5000704
2052,5000705
2053,5000707
2054,5000708
2055,5000708
2056,5000708
2057,5000708
2058,5000711
2059,1518
2060,1531
2061,1531
2062,1531
2063,1534
2064,1415581
2065,1415581
2066,1415582
2067,1457530
2068,1629
2069,1629
2070,1630
2071,1636
2072,1636
2073,1636
2074,1636
2075,1642
2076,1642
2077,1648
2078,1652
2079,1652
2080,1652
2081,1653
2082,1653
2083,1654
2084,1654
2085,1654
2086,1654
2087,1654
2088,32845
2089,47662
2090,47662
2091,111476
2092,301624
2093,301641
2094,301646
2095,321865
2096,321865
2097,1262906
2098,1310841
2099,1310841
2100,1374865
2101,1717
2102,1721
2103,1724
2104,1724
2105,1724
2106,1724
2107,1724
2108,1724
2109,1725
2110,1729
2111,1734
2112,1734
2113,1734
2114,1735
2115,1736
2116,1736
2117,1736
2118,1740
2119,1740
2120,1741
2121,1741
2122,1741
2123,1750
2124,1750
2125,1758
2126,1770
2127,1780
2128,1786
2129,1786
2130,1786
2131,18475
2132,18477
2133,18481
2134,18482
2135,18484
2136,24815
2137,24815
2138,26016
2139,29604
2140,34661
2141,34661
2142,47663
2143,47663
2144,47663
2145,66008
2146,73086
2147,73295
2148,88502
2149,98359
2150,98361
2151,98361
2152,98361
2153,111740
2154,111744
2155,115482
2156,115482
2157,115482
2158,115482
2159,1029381
2160,1265988
2161,1265988
2162,1886
2163,1888
2164,1888
2165,1888
2166,1903
2167,1903
2168,1903
2169,1903
2170,1904
2171,1914
2172,22980
2173,27508
2174,64746
2175,301905
2176,1330806
2177,2009
2178,2009
2179,2011
2180,2011
2181,2011
2182,2011
2183,2011
2184,2011
2185,2012
2186,2012
2187,2012
2188,2014
2189,2015
2190,2015
2191,2015
2192,2015
2193,2015
2194,2015
2195,2015
2196,2015
2197,2015
2198,2015
2199,2015
2200,2015
2201,2015
2202,2015
2203,2015
2204,2015
2205,2015
2206,2015
2207,2015
2208,2015
2209,2015
2210,2015
2211,2015
2212,2015
2213,2015
2214,2015
2215,2015
2216,2015
2217,2015
2218,2015
2219,2015
2220,2015
2221,2015
2222,2015
2223,2015
2224,2015
2225,2015
2226,2015
2227,2015
2228,2015
2229,2015
2230,2015
2231,2015
2232,2016
2233,2016
2234,2016
2235,2016
2236,2016
2237,2016
2238,2016
2239,2016
2240,2016
2241,2016
2242,2016
2243,2016
2244,2016
2245,2016
2246,2016
2247,2016
2248,2016
2249,2016
2250,2016
2251,2016
2252,2019
2253,2019
2254,2023
2255,2023
2256,2023
2257,2023
2258,2023
2259,2023
2260,2024
2261,2024
2262,2024
2263,2024
2264,2030
2265,2030
2266,2030
2267,2030
2268,2030
2269,2030
2270,2030
2271,2030
2272,2030
2273,2030
2274,2030
2275,2030
2276,2030
2277,2030
2278,2030
2279,2030
2280,2030
2281,2030
2282,2030
2283,2030
2284,2030
2285,2030
2286,2030
2287,2030
2288,2030
2289,2030
2290,2030
2291,2030
2292,18974
2293,18974
2294,18974
2295,18974
2296,18974
2297,18975
2298,21446
2299,21446
2300,21446
2301,21446
2302,21446
2303,21446
2304,21446
2305,26101
2306,26101
2307,26101
2308,26101
2309,26101
2310,26101
2311,26101
2312,26101
2313,26101
2314,26101
2315,26101
2316,26101
2317,26101
2318,26101
2319,26101
2320,26101
2321,26101
2322,26101
2323,26101
2324,26101
2325,29351
2326,31055
2327,41876
2328,41876
2329,41876
2330,41876
2331,41913
2332,41913
2333,41913
2334,62378
2335,62378
2336,62378
2337,62378
2338,62378
2339,68048
2340,68048
2341,68048
2342,68048
2343,68048
2344,68048
2345,68048
2346,68048
2347,68048
2348,68048
2349,68048
2350,68048
2351,68048
2352,68048
2353,68048
2354,68048
2355,68048
2356,68048
2357,68048
2358,68048
2359,68048
2360,68048
2361,68048
2362,68048
2363,68048
2364,68048
2365,79574
2366,79574
2367,98389
2368,108112
2369,108112
2370,109886
2371,109886
2372,109886
2373,302007
2374,302009
2375,302009
2376,302009
2377,302009
2378,302009
2379,302009
2380,302009
2381,318975
2382,329351
2383,1191569
2384,1191569
2385,1192467
2386,1192467
2387,1194068
2388,1194068
2389,1264863
2390,1367210
2391,1367210
2392,1382642
2393,1382646
2394,1440293
2395,1445250
2396,1445250
2397,2082
2398,2085
2399,2085
2400,2089
2401,2089
2402,2089
2403,19963
2404,19963
2405,19963
2406,19963
2407,19963
2408,19963
2409,19963
2410,19963
2411,19963
2412,19963
2413,19963
2414,19963
2415,19963
2416,19963
2417,19963
2418,22995
2419,31445
2420,34666
2421,34666
2422,34666
2423,34666
2424,34666
2425,34666
2426,39454
2427,39454
2428,39663
2429,39745
2430,39745
2431,39745
2432,39745
2433,39749
2434,39925
2435,39925
2436,39975
2437,39975
2438,39975
2439,39975
2440,41780
2441,41780
2442,41780
2443,41780
2444,45722
2445,53370
2446,53370
2447,53370
2448,53370
2449,53370
2450,58330
2451,58498
2452,102834
2453,108356
2454,1115483
2455,1115864
2456,1149672
2457,1149672
2458,1160842
2459,1179146
2460,1203336
2461,1386676
2462,1415392
2463,1458715
2464,1458715
2465,5001488
2466,2104
2467,2109
2468,20239
2469,20239
2470,20239
2471,41248
2472,150281
2473,17902
2474,20056
2475,20812
2476,49839
2477,1150273
2478,1150273
2479,2191
2480,2191
2481,2192
2482,2194
2483,2194
2484,2194
2485,2194
2486,2194
2487,2197
2488,2197
2489,2197
2490,2197
2491,2197
2492,2197
2493,2197
2494,2197
2495,2198
2496,2199
2497,2199
2498,2199
2499,2202
2500,2204
2501,2204
2502,2204
2503,2206
2504,2208
2505,2209
2506,2209
2507,2211
2508,2211
2509,2212
2510,2212
2511,2213
2512,2214
2513,2214
